acc,seg,Sort
X59843,Seg5,6455
AJ132203,Seg6,6455
AJ132204,Seg7,6455
X77257,Seg8,6455
AJ132205,Seg9,6455
M81488,Seg10,6455
X83967,Seg11,6455
GU733443,Seg1,6456
GU733444,Seg2,6456
GU733445,Seg3,6456
GU733446,Seg4,6456
GU733447,Seg5,6456
GU733448,Seg6,6456
GU733449,Seg7,6456
GU733450,Seg8,6456
GU733451,Seg9,6456
GU733452,Seg10,6456
GU733453,Seg11,6456
JN596591,Seg1,6457
JQ919995,Seg2,6457
JQ919997,Seg3,6457
JQ919996,Seg4,6457
JQ919999,Seg5,6457
HQ403603,Seg6,6457
JQ920001,Seg7,6457
JQ920000,Seg8,6457
JQ919998,Seg9,6457
JQ920003,Seg10,6457
JQ920002,Seg11,6457
JN596592,Seg1,6458
JQ920004,Seg2,6458
JQ920006,Seg3,6458
JQ920005,Seg4,6458
JQ920008,Seg5,6458
HQ403604,Seg6,6458
JQ920010,Seg7,6458
JQ920009,Seg8,6458
JQ920007,Seg9,6458
JQ920011,Seg10,6458
JQ920012,Seg11,6458
DQ113897,Seg1,6459
DQ113898,Seg2,6459
DQ113899,Seg3,6459
DQ113900,Seg4,6459
DQ113901,Seg5,6459
DQ113902,Seg6,6459
DQ113903,Seg7,6459
DQ113904,Seg8,6459
DQ113905,Seg9,6459
DQ113906,Seg10,6459
DQ113907,Seg11,6459
KM369892,Seg1,6460
KM369893,Seg2,6460
KM369894,Seg3,6460
KM369895,Seg4,6460
KM369887,Seg5,6460
KM369896,Seg6,6460
KM369889,Seg7,6460
KM369888,Seg8,6460
KM369897,Seg9,6460
KM369890,Seg10,6460
KM369891,Seg11,6460
KX756624,Seg1,6461
KX756625,Seg2,6461
KX756627,Seg3,6461
KX756626,Seg4,6461
KX756619,Seg5,6461
KX756628,Seg6,6461
KX756621,Seg7,6461
KX756620,Seg8,6461
KX756629,Seg9,6461
KX756622,Seg10,6461
KX756623,Seg11,6461
AF133430,Seg1,6462
AF134514,Seg2,6462
AF134515,Seg3,6462
AF134516,Seg4,6462
AF134517,Seg5,6462
AF134518,Seg6,6462
AF052018,Seg7,6462
AF052017,Seg8,6462
AF052016,Seg9,6462
AF052015,Seg10,6462
AF052014,Seg11,6462
AF019908,Seg12,6462
AF168005,Seg1,6463
AF134526,Seg2,6463
AY549307,Seg3,6463
AY549308,Seg4,6463
AY549309,Seg5,6463
AF168006,Seg6,6463
AF052035,Seg7,6463
AF052034,Seg8,6463
AF052033,Seg9,6463
AF052032,Seg10,6463
AF052031,Seg11,6463
AF052030,Seg12,6463
AF134522,Seg1,6464
AF134523,Seg6,6464
AF052013,Seg7,6464
AF052012,Seg8,6464
AF052011,Seg9,6464
AF052010,Seg10,6464
AF052009,Seg11,6464
AF052008,Seg12,6464
AF134519,Seg1,6465
AF134520,Seg2,6465
AF134521,Seg6,6465
AF052029,Seg7,6465
AF052028,Seg8,6465
AF052027,Seg9,6465
AF052026,Seg10,6465
AF052025,Seg11,6465
AF052024,Seg12,6465
AF133429,Seg1,6466
AF134509,Seg2,6466
AF134510,Seg3,6466
AF134511,Seg4,6466
AF134512,Seg5,6466
AF134513,Seg6,6466
AF052023,Seg7,6466
AF052022,Seg8,6466
AF052021,Seg9,6466
AF052020,Seg10,6466
AF052019,Seg11,6466
AF019909,Seg12,6466
AY701339,Seg1,6467
AY701340,Seg2,6467
AY701341,Seg3,6467
AY701342,Seg4,6467
AY701343,Seg5,6467
AY701344,Seg6,6467
AY701345,Seg7,6467
AY701346,Seg8,6467
AY701347,Seg9,6467
AY701348,Seg10,6467
AY701349,Seg11,6467
AY701350,Seg12,6467
AY317099,Seg1,6468
AY317100,Seg2,6468
AY317101,Seg3,6468
AY317102,Seg4,6468
AY317103,Seg5,6468
AY317104,Seg6,6468
AY317105,Seg7,6468
AY317106,Seg8,6468
AY317107,Seg9,6468
AY317108,Seg10,6468
AY317109,Seg11,6468
AY317110,Seg12,6468
AF418294,Seg1,6469
AF418295,Seg2,6469
AF418296,Seg3,6469
AF418297,Seg4,6469
AF418298,Seg5,6469
AF418299,Seg6,6469
AF418300,Seg7,6469
AF418301,Seg8,6469
AF418302,Seg9,6469
AF418303,Seg10,6469
AF418304,Seg11,6469
AF450318,Seg2,6470
AF450319,Seg3,6470
AF450320,Seg4,6470
AF450321,Seg8,6470
AF450322,Seg10,6470
KC588376,Seg1,6471
KC588377,Seg2,6471
KC588378,Seg3,6471
KC588379,Seg5,6471
KC588380,Seg6,6471
KC588381,Seg7,6471
KC588382,Seg8,6471
KC588383,Seg9,6471
KC588384,Seg10,6471
KC588385,Seg11,6471
AF403398,Seg1,6472
AF403399,Seg2,6472
AF403400,Seg3,6472
AF403401,Seg4,6472
AF403402,Seg5,6472
AF403403,Seg6,6472
AF403404,Seg7,6472
AF403405,Seg8,6472
AF403406,Seg9,6472
AF403407,Seg10,6472
AF403408,Seg11,6472
KC201166,Seg1,6473
KC201167,Seg2,6473
KC201168,Seg3,6473
KC201169,Seg4,6473
KC201170,Seg5,6473
KC201171,Seg6,6473
KC201172,Seg7,6473
KC201173,Seg8,6473
KC201174,Seg9,6473
KC201175,Seg10,6473
KC201176,Seg11,6473
HM989930,L1,6475
HM989931,L2,6475
HM989932,L3,6475
HM989933,M4,6475
HM989934,M5,6475
HM989935,M6,6475
HM989936,S7,6475
HM989937,S8,6475
HM989938,S9,6475
HM989939,S10,6475
HM989940,S11,6475
EF589098,Seg1,6477
EF589099,Seg2,6477
EF589100,Seg3,6477
EF589101,Seg4,6477
EF589102,Seg5,6477
EF589103,Seg6,6477
EF589104,Seg7,6477
EF589105,Seg8,6477
EF589106,Seg9,6477
EF589107,Seg10,6477
EF589108,Seg11,6477
AF133428,Seg1,6478
AF139758,Seg2,6478
AF139759,Seg3,6478
AF139760,Seg4,6478
AF139761,Seg5,6478
AF139762,Seg6,6478
AF139763,Seg7,6478
AF139764,Seg8,6478
AF000720,Seg9,6478
AF139765,Seg10,6478
U72694,Seg11,6478
U53227,Seg12,6478
AF282467,Seg1,6479
AF282468,Seg2,6479
AF282469,Seg3,6479
AF282470,Seg4,6479
AF282471,Seg5,6479
AF282472,Seg6,6479
AF282473,Seg7,6479
AF282474,Seg8,6479
AF282475,Seg9,6479
AF282476,Seg10,6479
AF282477,Seg11,6479
AF282478,Seg12,6479
MH327935,Seg1,6480
MH327936,Seg2,6480
MH327937,Seg3,6480
MH327938,Seg4,6480
MH327939,Seg5,6480
MH327940,Seg6,6480
MH327941,Seg7,6480
MH327942,Seg8,6480
MH327943,Seg9,6480
MH327944,Seg10,6480
MH327945,Seg11,6480
MH327946,Seg12,6480
KX989543,Seg1,6481
KX989544,Seg2,6481
KX989545,Seg3,6481
MF511051,Seg4-1,6481
MF511052,Seg4-2,6481
MF511053,Seg5,6481
MF511054,Seg8,6481
KX989546,Seg9,6481
MF511055,Seg10,6481
MF511056,Seg11,6481
LC275156,Seg1,6482
LC275157,Seg2,6482
LC275158,Seg3,6482
LC275159,Seg4,6482
LC275160,Seg5,6482
LC275161,Seg6,6482
LC275162,Seg7,6482
LC275163,Seg8,6482
LC275164,Seg9,6482
LC275165,Seg10,6482
LC275166,Seg11,6482
LC275167,Seg12,6482
AF389462,Seg1,6483
AF389463,Seg2,6483
AF389464,Seg3,6483
AF389465,Seg4,6483
AF389466,Seg5,6483
AF389467,Seg6,6483
AF389468,Seg7,6483
AF389469,Seg8,6483
AF389470,Seg9,6483
AF389471,Seg10,6483
KR704197,Seg1,6484
KR704195,Seg2,6484
KR704198,Seg3,6484
KR704199,Seg4,6484
KR704200,Seg5,6484
KR704201,Seg6,6484
KR815454,Seg7,6484
KR704202,Seg8,6484
KR704203,Seg9,6484
KR704196,Seg10,6484
AY163247,Seg1,6485
AY147187,Seg2,6485
AY167578,Seg3,6485
AF542082,Seg4,6485
AY163248,Seg5,6485
AY177408,Seg6,6485
AY180906,Seg7,6485
AY211092,Seg8,6485
AY211093,Seg9,6485
AY204878,Seg10,6485
AF389452,Seg1,6490
AF389453,Seg2,6490
AF389454,Seg3,6490
AF389455,Seg4,6490
AF389456,Seg5,6490
AF389457,Seg6,6490
AF389458,Seg7,6490
AF389459,Seg8,6490
AF389460,Seg9,6490
AF389461,Seg10,6490
AF291683,Seg1,6491
AF291684,Seg2,6491
AF291685,Seg3,6491
AF291686,Seg4,6491
AF291687,Seg5,6491
AF291688,Seg6,6491
AF291689,Seg7,6491
AF291690,Seg8,6491
AF291691,Seg9,6491
AF291692,Seg10,6491
AF291693,Seg11,6491
EU486988,Seg2,6492
EU486989,Seg3,6492
EU486990,Seg4,6492
EU201039,Seg5,6492
EU201040,Seg7,6492
EU201041,Seg8,6492
EU201042,Seg9,6492
EU201043,Seg10,6492
KC588366,Seg1,6493
KC588367,Seg2,6493
KC588368,Seg3,6493
KC588369,Seg4,6493
KC588370,Seg5,6493
KC588371,Seg6,6493
KC588372,Seg7,6493
KC588373,Seg8,6493
KC588374,Seg9,6493
KC588375,Seg10,6493
EF062995,Seg6,6497
DQ512389,Seg7,6497
DQ975382,Seg8,6497
AY212272,Seg10,6497
EF634325,Seg1,6498
EF634324,Seg2,6498
EF634323,Seg3,6498
EF634322,Seg4,6498
EF634321,Seg5,6498
EF634320,Seg6,6498
DQ077913,Seg7,6498
DQ178180,Seg8,6498
DQ178179,Seg9,6498
DQ077912,Seg10,6498
KC588356,Seg1,6499
KC588357,Seg2,6499
KC588358,Seg3,6499
KC588359,Seg,6499
KC588360,Seg5,6499
KC588361,Seg6,6499
KC588362,Seg7,6499
KC588363,Seg8,6499
KC588364,Seg9,6499
KC588365,Seg10,6499
DQ087276,Seg1,6504
DQ087277,Seg2,6504
DQ087278,Seg3,6504
DQ087279,Seg4,6504
DQ087280,Seg5,6504
DQ087281,Seg6,6504
DQ087282,Seg7,6504
DQ087283,Seg8,6504
DQ087284,Seg9,6504
D49693,S1,6509
D49694,S2,6509
D49695,S3,6509
D49696,S4,6509
D49697,S5,6509
D49698,S6,6509
D49699,S7,6509
D26127,S8,6509
D49700,S9,6509
D14691,S10,6509
X82045,Seg0,6514
X82046,Seg1,6514
X82047,Seg2,6514
X82048,Seg3,6514
X82049,Seg4,6514
X80480,Seg5,6514
X80481,Seg6,6514
FR694191,L1,6523
FR694192,L2,6523
FR694193,L3,6523
FR694194,M1,6523
FR694195,M2,6523
FR694196,M3,6523
FR694197,S1,6523
FR694198,S2,6523
FR694199,S3,6523
FR694200,S4,6523
AY444910,S3,6524
KF809662,L1,6525
KF809663,L2,6525
KF809664,L3,6525
KF809665,M1,6525
KF809666,M2,6525
KF809667,M3,6525
KF809668,S1,6525
KF809669,S2,6525
KF809670,S3,6525
KF809671,S4,6525
JX478260,L1,6526
JX478261,L2,6526
JX478262,L3,6526
JX478263,M1,6526
JX478264,M2,6526
JX478265,M3,6526
JX478266,S1,6526
JX478267,S2,6526
JX478268,S3,6526
JX478269,S4,6526
JX145328,L1,6527
JX145329,L2,6527
JX145330,L3,6527
JX145331,M1,6527
JX145332,M2,6527
JX145333,M3,6527
JX145334,S1,6527
JX145335,S2,6527
JX145336,S3,6527
JX145337,S4,6527
HQ847903,L1,6528
HQ847904,L2,6528
HQ847905,L3,6528
HQ847906,M1,6528
HQ847907,M2,6528
HQ847908,M3,6528
AF059719,S1,6528
AF059723,S2,6528
AF059727,S3,6528
AF406787,S4,6528
GQ258977,L1,6529
GQ258978,L2,6529
GQ258979,L3,6529
GQ258980,M1,6529
GQ258981,M2,6529
GQ258982,M3,6529
GQ258983,S1,6529
GQ258984,S2,6529
GQ258985,S3,6529
GQ258986,S4,6529
KU198602,L1,6530
KU198603,L2,6530
KU198604,L3,6530
KU198605,M1,6530
KU198606,M2,6530
KU198607,M3,6530
KU198608,S1,6530
KU198609,S2,6530
KU198610,S3,6530
KU198611,S4,6530
HM159613,L1,6531
HM159614,L2,6531
HM159615,L3,6531
HM159616,M1,6531
HM159617,M2,6531
HM159618,M3,6531
HM159619,S1,6531
HM159620,S2,6531
HM159621,S3,6531
HM159622,S4,6531
KX263307,L1,6532
KX263308,L2,6532
KX263309,L3,6532
KX263310,M1,6532
KX263311,M2,6532
KX263312,M3,6532
KX263313,S1,6532
KX263314,S2,6532
KX263315,S3,6532
KX263316,S4,6532
JX204738,L1,6533
JX204739,L2,6533
JX204740,L3,6533
JX204741,M1,6533
JX204742,M2,6533
JX204743,M3,6533
JX204737,S1,6533
JX204744,S2,6533
JX204745,S3,6533
JX204746,S4,6533
AF368033,L1,6534
AF368034,M2,6534
AF368035,S1,6534
AF368036,S2,6534
AF368037,S4,6534
JF342666,L1,6535
JF342667,L2,6535
JF342668,L3,6535
JF342669,M1,6535
JF342670,M2,6535
JF342671,M3,6535
AY357730,S1,6535
AY357731,S2,6535
AY357732,S3,6535
AY357733,S4,6535
JF811580,S1,6536
JF811581,S2,6536
JF811582,S3,6536
JF811583,S4,6536
AF218360,S1,6537
AF059718,S2,6537
AF059726,S3,6537
AF059722,S4,6537
AB914760,L1,6538
AB914761,L2,6538
AB914762,L3,6538
AB914763,M1,6538
AB914764,M2,6538
AB914765,M3,6538
AB914766,S1,6538
AB914767,S2,6538
AB914768,S3,6538
AB914769,S4,6538
EU252582,S1,6539
EU189200,S2,6539
EU189201,S3,6539
EU189202,S4,6539
KF692089,L1,6540
KF692090,L2,6540
KF692091,L3,6540
KF692092,M1,6540
KF692093,M2,6540
KF692094,M3,6540
KF692095,S1,6540
KF692096,S2,6540
KF692097,S3,6540
KF692098,S4,6540
KC795565,L1,6541
KC795566,L2,6541
KC795567,L3,6541
KC795568,M1,6541
KC795569,M2,6541
KC795570,M3,6541
KC795571,S1,6541
KC795572,S2,6541
KC795573,S3,6541
KC795574,S4,6541
KC852153,L1,6542
KC852155,L2,6542
KC852154,L3,6542
KC852158,M1,6542
KC852156,M2,6542
KC852157,M3,6542
KC852161,S1,6542
KC852159,S2,6542
KC852160,S3,6542
KC852162,S4,6542
KT696547,L1,6543
KT696548,L2,6543
KT696549,L3,6543
KT696550,M1,6543
KT696551,M2,6543
KT696552,M3,6543
KT696553,S1,6543
KT696554,S2,6543
KT696555,S3,6543
KT696556,S4,6543
AF102884,,6556
AY594352,RNA1,6560
AY594353,RNA2,6560
U18246,RNA1,6561
L37299,RNA2,6561
S43937,,6562
KX589065,,6567
AY535004,,6568
EF206691,,6569
GU954430,,6570
JN597006,,6571
MW249011,,6572
JQ001749,,6573
KJ562187,,6574
KF951328,,6575
M73218,,6576
L08816,,6577
KX578717,,6578
AF082843,,6579
EF077630,,6580
AB573435,,6581
AB602441,,6582
KJ496143,,6583
KX387865,,6584
MG020024,,6585
GU345042,,6586
KM516906,,6587
LC057247,,6588
JN998606,,6589
HQ731075,,6590
JN635296,,6591
M15240,,6592
MN547623,,6593
MN552442,,6594
AF126284,,6737
U73745,,6738
HM147985,,6739
MK353339,,6740
AF075259,,6741
AF369024,,6742
KP003813,,6743
X63135,,6744
JX678730,,6745
AF075251,,6746
GQ281603,,6747
HM147986,,6748
AY702913,,6749
AB032553,,6750
EF011023,,6751
FJ827631,,6752
DQ241303,,6753
KJ469640,,6754
EF151503,,6755
AF237947,,6756
KM115530,,6757
EF536323,,6758
AF075257,,6759
AF075253,,6760
HM147989,,6761
AF079456,,6762
M20303,,6763
AF079457,,6764
AF075256,,6765
AF075258,,6766
GQ433354,,6767
M20162,,6768
AJ316246,,6769
X04129,,6770
JF972635,,6771
J02363,,6772
M69205,,6773
HM147984,,6774
AF103728,,6775
AF429428,,6776
HM147990,,6777
AF075254,,6778
HM147991,,6779
AF252265,,6780
HM147992,,6781
U94603,,6782
L01442,,6783
AF375051,,6784
L00930,,6785
U34999,,6786
AF075255,,6787
GQ287646,,6788
AF214040,,6789
HM147993,,6790
AB186123,,7107
KP641127,,7109
KC551800,,7110
KP325401,,7111
KC411777,,7112
AF009606,,7113
M62321,,7114
D90208,,7115
D00944,,7116
D10988,,7117
D17763,,7118
D63821,,7119
GU814265,,7120
Y13184,,7121
Y12083,,7122
D63822,,7123
EF108306,,7124
KC796074,,7125
KC411784,,7126
KJ950939,,7127
KC796078,,7128
KC815310,,7129
U22304,,7130
KJ950938,,7131
KX905133,,7132
KC411806,,7133
KC796077,,7134
AF160193,,7135
AY632536,,7136
AF013362,,7137
AF013366,,7138
AF013375,,7139
AF013390,,7140
AY632545,,7141
DQ859056,,7142
DQ859057,,7143
AF144692,,7144
AF013365,,7145
KF917536,,7146
AF013368,,7147
AF013370,,7148
AF013371,,7149
U87411,,7150
U88536,,7151
M93130,,7152
AF326573,,7153
DQ859060,,7154
U27495,,7155
X07755,,7156
L40361,,7157
DQ837641,,7158
AF013405,,7159
X03700,,7160
DQ235145,,7161
AY632539,,7162
AF013397,,7163
AF013377,,7164
M18370,,7165
DQ859066,,7166
KJ469371,,7167
DQ235146,,7168
AY632540,,7169
AY632541,,7170
AF013407,,7171
AF013384,,7172
AY323490,,7173
AF331718,,7174
AF253419,,7175
DQ525916,,7176
Y07863,,7177
D12937,,7178
X86784,,7179
DQ235152,,7180
DQ235151,,7181
DQ235153,,7182
DQ235144,,7183
AJ242984,,7184
AJ299445,,7185
AF161266,,7186
AF013360,,7187
M12294,,7188
D00246,,7189
JX236040,,7190
AY193805,,7191
AF013402,,7192
AF013394,,7193
AF013369,,7194
L06436,,7195
AF311056,,7196
DQ235149,,7197
DQ859062,,7198
DQ859067,,7199
DQ235150,,7200
DQ837642,,7201
JF895923,,7202
KF815939,,7203
DQ859065,,7204
AY453411,,7205
AF013401,,7206
EU707555,,7207
AF013413,,7208
AB114858,,7209
AY632535,,7210
KY766069,,7211
KJ776791,,7212
KX377337,,7213
KC410872,,7214
KC796080,,7215
KT439329,,7216
KC145265,,7217
U44402,,7218
U63715,,7219
AB003289,,7220
U45966,,7221
AY196904,,7222
D87713,,7223
AB021287,,7224
AY949771,,7225
AB003292,,7226
AF070476,,7227
KC815311,,7228
U22303,,7229
U94421,,7230
GU566734,,7231
GU566735,,7232
KC796076,,7233
KC796088,,7234
KU351669,,7235
AY781152,,7236
EF100713,,7237
JX428945,,7238
M96751,,7239
M31182,,7240
FJ040215,,7241
AF144617,,7242
KY436034,,7243
MK910227,,7244
MZ664274,,7245
MK618726,,7246
AF037405,,7247
MK636874,,7248
KY370101,,7249
KY370100,,7250
KJ950914,,7251
MH282908,,7252
KR011347,,7253
X87939,,7254
FJ527854,,7255
U18059,,7256
X02396,RNA1,7257
X00956,RNA2,7257
AF329080,RNA1,7258
X15960,RNA2,7258
X77156,RNA1,7259
X15959,RNA2,7259
JF461541,RNA1,7260
JF461542,RNA2,7260
EF690537,RNA1,7261
EF690538,RNA2,7261
GQ342965,RNA1,7262
GQ342966,RNA2,7262
AF174533,RNA1,7263
AF174534,RNA2,7263
X15961,RNA2,7264
AF171942,RNA1,7265
AF171943,RNA2,7265
EU826137,RNA1,7266
EU826138,RNA2,7266
EF433472,RNA1,7267
EF433468,RNA2,7267
AJ401165,RNA1,7268
AJ245641,RNA2,7269
AY324869,RNA1,7270
AY324870,RNA2,7270
AY721616,RNA1,7271
AY721615,RNA2,7271
AF319555,RNA1,7272
AF318942,RNA2,7272
FJ748760,RNA1,7273
D38527,RNA2,7274
AF245003,RNA2,7275
Y08700,RNA2,7276
EF591371,RNA2,7277
AB056571,RNA1,7278
AB056572,RNA2,7278
FJ803911,RNA1,7279
FJ803923,RNA2,7279
AJ698113,RNA2,7280
EU236148,RNA1,7281
EU236149,RNA2,7281
HQ871931,,7282
HQ888865,,7283
GU991616,,7284
KX883990,S1,8543
KX883991,S2,8543
KX884000,S1,8544
KX884001,S2,8544
KX883992,S1,8545
KX883993,S2,8545
KX883996,S1,8546
KX883997,S2,8546
KX883994,S1,8547
KX883995,S2,8547
KX884002,S1,8548
KX884003,S2,8548
KX883998,S1,8549
KX883999,S2,8549
KX884004,S1,8550
KX884005,S2,8550
MN661033,,8558
KX884416,,8559
MN167499,,8560
MN190034,,8561
MW039254,,8562
MW039256,,8563
BK059310,,8564
BK059306,,8565
BK059311,,8566
KY053857,,8567
KM817598,,8568
MH708020,,8569
KM817609,S1,8570
KM817608,S2,8570
KM817607,S1,8571
KM817606,S2,8571
KX884451,S1,8572
KX884452,S2,8572
KM817602,S1,8573
KM817601,S2,8573
KM817610,,8574
MH188036,,8575
KU095839,,8576
MH188031,,8577
MT153506,SegL-G,8578
MT153494,SegN,8578
KX924630,,8579
KU230451,,8580
BK061669,,8581
KM817593,,8582
KM817594,,8583
KM817595,,8584
KM817600,,8585
MK026591,,8586
MN599998,,8587
MN025520,,8588
KM460042,,8589
KM817611,,8590
KM817599,,8591
MF360789,,8592
BK061547,,8593
MW291695,,8594
KX884419,,8595
MW291694,,8596
KX884409,,8597
MN567051,,8599
MG600009,,8600
KX884439,,8601
MG600010,,8602
MW039258,,8603
BK061671,,8604
KM817604,S1,8605
KM817605,S2,8605
KX884427,,8606
KX884424,S1,8607
KX884425,S2,8607
MH620818,,8608
KM817597,S1,8609
KM817596,S2,8609
BK061672,,8610
BK061670,,8611
KX884458,,8612
BK061673,,8613
MW039261,,8614
KX884444,,8615
KM817603,,8616
KX884410,,8617
MG489864,,8618
KX884412,,8619
KX884420,,8620
KX884421,,8621
KX884446,,8622
KX884413,,8623
KX431032,,8625
MF135780,,8626
MF135781,,8627
MG599939,,8628
JX065209,,8629
JX065207,,8630
EU781967,,8631
FJ169440,,8632
JX065210,,8633
KF578398,,8634
KJ756399,,8635
KR612223,,8636
U04608,,8637
AJ311524,,8638
BK014572,,8639
BK014571,,8640
KM114265,,8641
KF680099,,8642
LN713680,,8643
KC464471,,8644
KC464478,,8645
KC595273,,8646
JF828358,,8647
KX371887,,8648
MN510773,,8649
MF319185,,8650
FJ217161,,8651
AF522874,,8652
AY729654,,8653
FJ217162,,8654
AF086833,,8655
DQ217792,,8656
DQ447649,,8657
MG599980,,8658
BR001752,,8659
MW093492,,8660
MN510772,,8661
MG599981,,8662
MZ209654,,8663
MW256666,,8664
MW256667,,8665
MW864603,,8666
MW864602,,8667
MZ209771,,8668
MZ209782,,8669
KM817632,,8670
MZ209613,,8671
OL377732,,8672
MW826497,,8673
MT153546,,8674
MW052080,,8675
MT153516,,8676
KX884418,,8677
MZ210022,,8678
KM817641,,8679
MZ209652,,8680
MZ209674,,8681
KX884417,,8682
KX884441,,8683
MW288203,,8684
MT153547,,8685
KM817633,,8686
MT153499,,8687
MT153457,,8688
MW288166,,8689
MH213246,,8690
MK618655,,8691
MW288170,,8692
MF893248,,8724
MK440629,,8727
KX884406,,8756
KX884407,,8757
KX884408,,8758
KX884405,,8759
KX884457,,8760
KM817644,,8761
MH477287,,8762
MT153386,,8763
MF287670,,8764
MW039259,,8765
OK491485,,8766
MT860232,,8767
LC585887,,8768
FJ554525,,8769
FJ554526,,8770
MK971153,,8771
KF530058,,8772
MN045233,,8773
KX257488,,8774
MZ209903,,8775
HM849038,,8776
KX884436,Seg1,8777
KX884437,Seg2,8777
FJ215863,,8778
HM147142,,8779
JQ886184,,8780
EF569970,,8781
KX258200,,8782
MF033136,,8783
GU206351,,8784
KX932454,,8785
MK677430,,8786
FJ231524,,8787
EU338414,,8788
KY452442,,8789
KC333050,,8790
LC041132,,8791
AY562991,,8792
KY452443,,8793
MF594598,,8794
EU910942,,8795
KY452444,,8796
KY511044,,8797
EU877976,,8798
EU782025,,8799
MG600058,,8800
MH900516,,8801
EU156171,,8802
AY141760,,8803
JQ001776,,8804
HQ660129,,8805
AF017149,,8806
KF278639,,8807
AF212302,,8808
KC154054,,8809
KY370098,,8810
DQ100461,,8811
MG203877,,8812
MN561699,,8813
LC431581,,8814
MG573140,,8815
MG573141,,8816
MG203878,,8817
MG230624,,8818
KJ641657,,8819
MG516455,,8820
AY900001,,8821
MW579602,,8822
JN689227,,8823
AF014953,,8824
AJ849636,,8825
AJ608288,,8826
JQ411014,,8827
AB016162,,8828
X98291,,8829
KC802221,,8830
AY286409,,8831
MF943130,,8832
FJ362497,,8833
AF079780,,8834
AF178654,,8835
KT215610,,8836
AF457102,,8837
AB195968,,8838
EU326526,,8839
LS992584,,8840
JX857409,,8841
JQ697837,,8842
MH972568,,8843
AB543336,,8844
AB543337,,8845
X57559,,8846
AF052755,,8847
EF095490,,8848
AB040874,,8849
X64275,,8850
BK005918,,8851
JX051320,,8852
JX051319,,8853
GU128081,,8854
GU128080,,8855
KU672593,,8856
GU128082,,8857
JX112711,,8858
KF774436,,8859
KP271124,,8860
AF298895,,8861
MG600059,,8862
MG600062,,8863
MG600057,,8864
AY640317,,8865
AF371337,,8866
AF295543,,8867
M74568,,8868
AY729016,,8869
KF534749,,8870
KC994644,,8871
KX228198,,8872
KX228197,,8873
KX228196,,8874
KX785335,,8875
OK491499,,8876
MT085340,,8877
MT875151,,8878
KX884459,,8879
KX884462,,8880
KX884415,,8881
KR822826,,8882
MN025503,,8883
KM817629,,8884
MW721934,,8885
KM817660,,8886
MK473367,,8887
KM204987,,8888
KM204991,,8889
KM350503,,8890
KJ636781,,8891
KM205018,,8892
KM205003,,8893
KM204990,,8894
KY203909,,8895
KJ958536,,8896
KJ958535,,8897
KF958252,,8898
MN103537,,8899
KM204994,,8900
KM204995,,8901
KM204984,,8902
KM205012,,8903
JN935380,,8904
HM461974,,8905
AF234533,,8906
OK086698,,8907
MH507506,,8908
OK086697,,8909
MF615270,,8910
JQ941664,,8911
JQ941707,,8912
KM085029,,8913
HM474855,,8914
HM856902,,8915
MH507505,,8916
KM085030,,8917
MW491752,,8918
KM205002,,8919
KM205022,,8920
KM205011,,8921
KY421919,,8922
KM205016,,8923
KM204989,,8924
KM204986,,8925
KM205010,,8926
KM205008,,8927
KM205005,,8928
KM205014,,8929
KM204993,,8930
FJ715959,,8931
KM205025,,8932
KM204988,,8933
MW491751,,8934
EF612701,,8935
KM204983,,8936
MT325641,,8937
KM205026,,8938
KC676792,,8939
KM205001,,8940
KY385390,,8941
KM204992,,8942
KM205021,,8943
KC984953,,8944
KJ179955,,8945
KM205006,,8946
MZ328293,,8947
AB609604,,8948
KM205017,,8949
KM204998,,8950
MN607592,,8951
MG021441,,8952
OM030289,,8953
KM817654,,8954
KM817662,,8955
MH688524,,8956
KU127239,,8957
EF614259,,8958
AF081020,,8959
JF311903,,8960
EF614258,,8961
EU293119,,8962
MF472710,,8963
KU244266,,8964
EF157976,,8965
EF157977,,8966
JX193798,,8967
EF614260,,8968
EF614261,,8969
EU293108,,8970
KY006983,,8971
Y09762,,8972
M13215,,8973
GU170201,,8974
KU194360,,8975
AB604791,,8976
FJ985748,,8977
MH188003,,8978
MF176333,,8979
MK780203,,8980
KF360970,Seg0,8981
KF360971,Seg1,8981
KF360972,Seg2,8981
KF360973,Seg3,8981
KY768856,,8982
LC514057,,8983
KU248085,,8984
KU095840,,8985
FN557213,,8986
KC608035,,8987
MN963996,,8988
JX679246,,8989
AF434991,,8990
BR001666,,8991
KM205020,,8992
KJ396935,,8993
KM205009,,8994
KM205013,,8995
MG600013,,8996
HQ003891,,8997
KR822811,,8998
KR822812,,8999
KR822825,,9000
KM817646,,9001
KM817656,,9002
KX884429,,9003
KX884434,,9004
KM817657,,9005
GQ375258,,9006
JF311402,,9007
KX884433,,9008
GQ410979,,9009
KM817635,,9010
MZ822104,,9011
KR822816,,9012
KR822818,,9013
OL420709,,9014
KM817648,,9015
KX884431,,9016
MW826525,,9017
DQ399789,,9018
MH319839,,9019
KC519324,,9020
MK397811,,9021
KR612230,,9022
U18101,,9023
FJ872827,,9024
KC113518,,9025
KC113517,,9026
KJ399977,,9027
KM205000,,9028
MH899109,,9029
MH899110,,9030
MG600016,,9031
KM205004,,9032
KC585008,,9033
KM205023,,9034
MW491759,,9035
MW491756,,9036
MW491753,,9037
MG251664,,9038
KM204982,,9039
KJ432573,,9040
