query	target 	#match	Len	#mismatch	#gapOpen	qstart	qend	tstart	tend	eval	score
4r0e_polio_rdrp	ALR74729.1_10943	0.053	1973	319	0	15	459	1531	1959	5.50E-54	295.2
4r0e_polio_rdrp	ARR73563.1.1.6_10883	0.287	450	283	0	31	446	2	449	5.68E-54	295.1
4r0e_polio_rdrp	BAC23086.1.10_10946	0.230	469	334	0	15	460	10	466	7.05E-54	294.5
4r0e_polio_rdrp	ADL38957.1.11_10888	0.303	475	297	0	15	461	11	473	7.23E-54	294.5
4r0e_polio_rdrp	APR73490.1.1.5_10914	0.320	462	293	0	15	461	1	460	7.32E-54	294.4
4r0e_polio_rdrp	APR73491.1.1.5_10912	0.320	462	293	0	15	461	1	460	7.32E-54	294.4
4r0e_polio_rdrp	AVX29479.1.1.9_10812	0.598	361	145	0	100	461	1	361	8.55E-54	294.0
4r0e_polio_rdrp	QCI31548.1.1.4_10893	0.349	461	276	0	17	461	1	459	1.33E-53	293.1
4r0e_polio_rdrp	ALR74727.1.1.6_10910	0.327	462	290	0	15	461	1	460	1.34E-53	293.1
4r0e_polio_rdrp	AHN05554.1.11_10909	0.311	472	294	0	15	461	11	470	1.45E-53	292.9
4r0e_polio_rdrp	ALL55200.1.1.5_10911	0.324	457	290	0	15	458	1	457	1.47E-53	292.9
4r0e_polio_rdrp	AMB21237.2.10_10960	0.228	469	336	0	15	461	10	467	1.67E-53	292.6
4r0e_polio_rdrp	AVN87700.1.1.4_10916	0.316	462	295	0	15	461	1	460	2.15E-53	292.0
4r0e_polio_rdrp	AFO66657.1.1.4_10849	0.320	466	293	0	15	461	1	465	3.32E-53	291.0
4r0e_polio_rdrp	AIK23445.1.1.4_10850	0.315	467	295	0	15	461	1	466	3.54E-53	290.9
4r0e_polio_rdrp	AIK23445.1.11_10850	0.308	478	296	0	15	461	11	476	5.88E-53	289.8
4r0e_polio_rdrp	AAA45466.1.11_10827	0.254	489	316	0	15	461	10	483	9.09E-53	288.8
4r0e_polio_rdrp	AFV31450.1.10_10973	0.240	455	323	0	15	460	12	453	1.32E-52	288.0
4r0e_polio_rdrp	QBA82298.1.12_10977	0.238	471	331	0	16	461	10	469	1.49E-52	287.7
4r0e_polio_rdrp	AGH06056.1.10_10927	0.231	458	327	0	15	460	11	454	3.35E-52	285.9
4r0e_polio_rdrp	AHN10843.1.1.6_10879	0.335	430	266	0	31	446	2	429	3.73E-52	285.7
4r0e_polio_rdrp	AIK23444.1.1.6_10880	0.337	430	265	0	31	446	2	429	5.39E-52	284.9
4r0e_polio_rdrp	AIK23441.1.10_10928	0.253	450	316	0	15	459	10	445	7.15E-52	284.2
4r0e_polio_rdrp	AAL57904.1.1.8_10815	0.574	366	153	0	99	461	1	366	9.09E-52	283.6
4r0e_polio_rdrp	AUA17935.1.11_10844	0.260	484	317	0	13	460	10	480	1.06E-51	283.4
4r0e_polio_rdrp	AIK23442.1.10_10929	0.239	461	322	0	15	460	15	457	1.12E-51	283.3
4r0e_polio_rdrp	ANQ80547.1.1.6_10892	0.319	439	271	0	31	445	2	438	1.17E-51	283.2
4r0e_polio_rdrp	AEP69155.1.1.10_10709	0.575	351	144	0	13	360	5	351	1.21E-51	283.1
4r0e_polio_rdrp	AVN87681.1.1.6_10881	0.337	430	266	0	31	446	2	429	1.24E-51	283.0
4r0e_polio_rdrp	ABV57376.1.11_10922	0.228	478	316	0	16	459	11	447	1.38E-51	282.9
4r0e_polio_rdrp	AFP96991.1.11_10938	0.210	490	342	0	15	460	11	485	1.66E-51	282.4
4r0e_polio_rdrp	ALR95870.1.11_10839	0.241	490	322	0	15	460	10	483	1.90E-51	282.1
4r0e_polio_rdrp	ATY47694.1.1.9_10811	0.548	361	163	0	100	461	1	361	2.82E-51	281.2
4r0e_polio_rdrp	AEP69155.1.11_10709	0.571	354	145	0	12	360	7	354	3.30E-51	280.9
4r0e_polio_rdrp	AUW36413.1.1.6_10884	0.324	432	271	0	31	446	2	431	3.61E-51	280.6
4r0e_polio_rdrp	ADN94255.1.1.6_10882	0.342	430	264	0	31	446	2	429	3.99E-51	280.4
4r0e_polio_rdrp	AGW95843.1.1.6_10877	0.334	431	266	0	31	446	2	430	5.14E-51	279.9
4r0e_polio_rdrp	AGS15016.1.1.6_10878	0.334	431	266	0	31	446	2	430	6.05E-51	279.5
4r0e_polio_rdrp	AQS23374.1.1.6_10875	0.322	432	274	0	30	446	1	431	6.00E-51	279.5
4r0e_polio_rdrp	AGO68205.1.1.6_10874	0.329	432	268	0	30	445	1	430	6.47E-51	279.4
4r0e_polio_rdrp	ALC78887.1.9_10828	0.247	489	319	0	15	460	10	482	1.04E-50	278.3
4r0e_polio_rdrp	AFV48064.1.1.6_10817	0.574	366	153	0	99	461	1	366	1.32E-50	277.7
4r0e_polio_rdrp	AMQ25905.1.11_10834	0.251	490	317	0	15	460	10	483	1.53E-50	277.4
4r0e_polio_rdrp	ACG63545.1.1.7_10816	0.574	366	153	0	99	461	1	366	2.10E-50	276.6
4r0e_polio_rdrp	ALO65140.1_10869	0.245	638	283	0	15	461	184	636	3.21E-50	275.9
4r0e_polio_rdrp	AHC98709.1.11_10939	0.235	524	321	0	15	459	11	486	4.15E-50	275.2
4r0e_polio_rdrp	ALL35273.1.1.6_10835	0.251	463	305	0	35	461	5	457	4.13E-50	275.2
4r0e_polio_rdrp	AQS23375.1.1.6_10876	0.324	432	270	0	30	445	1	430	7.94E-50	273.8
4r0e_polio_rdrp	ALL35275.1.1.5_10829	0.250	460	305	0	35	460	4	453	1.43E-49	272.5
4r0e_polio_rdrp	AAM33242.1.1.7_10814	0.567	365	156	0	99	461	1	365	1.66E-49	272.0
4r0e_polio_rdrp	ALL35267.1.1.6_10833	0.256	464	301	0	35	460	6	457	2.00E-49	271.7
4r0e_polio_rdrp	ALL35264.1.1.6_10831	0.252	464	303	0	35	460	6	457	2.93E-49	270.8
4r0e_polio_rdrp	AMQ25905.1.1.6_10834	0.254	464	302	0	35	460	6	457	3.47E-49	270.5
4r0e_polio_rdrp	ALL35262.1.1.6_10830	0.248	463	304	0	35	459	6	456	3.82E-49	270.3
4r0e_polio_rdrp	ALL35271.1.1.6_10838	0.253	462	303	0	35	460	4	455	9.05E-49	268.4
4r0e_polio_rdrp	AJO61169.1.1.10_10554	0.744	305	72	0	13	311	5	304	1.07E-48	268.0
4r0e_polio_rdrp	ALL35268.1.1.6_10837	0.251	462	305	0	34	460	3	455	1.11E-48	267.9
4r0e_polio_rdrp	AAY60849.1.2_10264	0.198	480	334	0	16	456	1	480	1.31E-48	267.5
4r0e_polio_rdrp	ALL35272.1.1.6_10836	0.247	462	306	0	35	460	5	455	1.90E-48	266.7
4r0e_polio_rdrp	AUA17935.1.1.7_10844	0.274	442	294	0	38	458	2	442	2.47E-48	266.1
4r0e_polio_rdrp	ADY76976.1_10587	0.743	311	78	0	90	398	3	311	5.28E-48	264.4
4r0e_polio_rdrp	ALL35274.1.1.6_10832	0.229	458	314	0	35	459	4	450	9.62E-48	263.1
4r0e_polio_rdrp	AVM87415.1.1.5_10851	0.277	426	291	0	31	443	2	425	9.89E-48	263.0
4r0e_polio_rdrp	ACB38131.1_10277	0.060	1447	336	0	19	454	987	1433	1.50E-47	262.3
4r0e_polio_rdrp	AVX29482.1.1.6_10436	0.310	378	240	0	99	460	1	378	1.85E-47	261.6
4r0e_polio_rdrp	ALR95870.1.1.6_10839	0.236	462	311	0	35	460	4	455	1.92E-47	261.5
4r0e_polio_rdrp	AVM87444.1.1.6_10885	0.289	374	250	0	100	461	1	372	2.53E-47	260.9
4r0e_polio_rdrp	AAA45465.1.1.5_10827	0.257	463	300	0	35	460	6	456	3.63E-47	260.1
4r0e_polio_rdrp	AAA45466.1.1.5_10827	0.257	463	300	0	35	460	6	456	3.63E-47	260.1
4r0e_polio_rdrp	AIU36166.1.1.10_10808	0.597	313	125	0	100	412	1	312	4.01E-47	259.9
4r0e_polio_rdrp	AII77469.1_10629	0.695	321	70	0	13	305	28	321	6.71E-47	258.9
4r0e_polio_rdrp	AUW34301.1.1.4_10819	0.218	445	318	0	40	459	1	439	1.39E-46	257.2
4r0e_polio_rdrp	ALL35265.1.1.5_10840	0.261	463	299	0	35	460	5	457	1.88E-46	256.5
4r0e_polio_rdrp	AHN95561.1.1.7_10435	0.333	378	232	0	99	460	1	378	2.86E-46	255.5
4r0e_polio_rdrp	AAK12390.1.1.8_10450	0.334	353	223	0	91	439	7	352	3.48E-46	255.1
4r0e_polio_rdrp	AQP31133.1.1.5_10931	0.252	369	264	0	97	459	1	366	4.74E-46	254.4
4r0e_polio_rdrp	AJD39294.1.1.6_10357	0.331	347	222	0	100	437	1	347	5.16E-46	254.2
4r0e_polio_rdrp	AEM05832.2.1.6_10898	0.318	381	240	0	100	461	1	376	5.76E-46	254.0
4r0e_polio_rdrp	AQW45177.1.1.6_10970	0.241	370	267	0	100	460	1	368	6.13E-46	253.8
4r0e_polio_rdrp	ACO92357.1.1.7_10375	0.282	362	240	0	15	357	10	362	7.14E-46	253.5
4r0e_polio_rdrp	AVM87417.1.1.6_10897	0.301	336	224	0	108	437	4	336	7.49E-46	253.4
4r0e_polio_rdrp	AHX84172.1.1.5_10899	0.318	381	240	0	100	461	1	376	8.85E-46	253.0
4r0e_polio_rdrp	ALC78887.1.1.5_10828	0.255	462	301	0	35	459	5	454	9.85E-46	252.8
4r0e_polio_rdrp	AVH76456.1.1.7_10861	0.315	349	227	0	15	356	1	349	1.14E-45	252.5
4r0e_polio_rdrp	APA29020.1.1.6_10905	0.331	381	234	0	100	461	1	376	1.18E-45	252.4
4r0e_polio_rdrp	AOQ26211.1.1.6_10904	0.328	381	236	0	100	461	1	376	1.23E-45	252.3
4r0e_polio_rdrp	AAO83985.1.1.6_10964	0.261	371	260	0	100	460	1	369	1.25E-45	252.2
4r0e_polio_rdrp	CAA65615.1.1.7_10415	0.327	346	223	0	100	436	1	346	1.26E-45	252.2
4r0e_polio_rdrp	AAK91591.1.1.7_10416	0.324	346	223	0	100	435	1	345	1.56E-45	251.7
4r0e_polio_rdrp	BAF63403.1.1.7_10949	0.248	371	266	0	100	461	1	370	1.65E-45	251.7
4r0e_polio_rdrp	AEM05833.1.1.6_10434	0.315	378	239	0	99	460	1	378	2.38E-45	250.8
4r0e_polio_rdrp	ABC41566.1.1.8_10947	0.245	371	267	0	100	461	1	370	3.44E-45	250.0
4r0e_polio_rdrp	ACF60607.1.1.7_10951	0.251	371	265	0	100	461	1	370	4.79E-45	249.3
4r0e_polio_rdrp	AAM46079.1.1.6_10962	0.264	371	259	0	100	460	1	369	5.20E-45	249.1
4r0e_polio_rdrp	AAK12388.1.1.7_10448	0.345	354	219	0	91	439	7	353	5.93E-45	248.8
4r0e_polio_rdrp	AAK12384.1.1.8_10444	0.342	354	220	0	91	439	7	353	5.97E-45	248.7
4r0e_polio_rdrp	CCR60600.1.1.6_10968	0.286	371	251	0	100	460	1	369	6.91E-45	248.4
4r0e_polio_rdrp	AMB21237.2.1.8_10960	0.253	371	263	0	100	460	1	369	7.07E-45	248.4
4r0e_polio_rdrp	AOQ26202.1.1.6_10900	0.323	381	238	0	100	461	1	376	7.23E-45	248.3
4r0e_polio_rdrp	ACQ44559.1_10285	0.044	1979	338	0	17	456	1008	1458	1.06E-44	247.7
4r0e_polio_rdrp	AJF23126.1.1.6_10427	0.329	340	217	0	100	436	1	340	9.64E-45	247.7
4r0e_polio_rdrp	AVM87440.1.1.5_10824	0.257	370	255	0	100	457	1	370	1.06E-44	247.5
4r0e_polio_rdrp	BAP81884.1.1.5_10930	0.290	362	245	0	97	451	1	362	1.05E-44	247.5
4r0e_polio_rdrp	AVM87411.1.1.5_10971	0.255	349	248	0	100	437	1	349	1.06E-44	247.5
4r0e_polio_rdrp	AAC79756.1.1.7_10948	0.243	371	268	0	100	461	1	370	1.17E-44	247.3
4r0e_polio_rdrp	AVM87451.1.1.7_10822	0.247	397	245	0	100	442	1	374	1.18E-44	247.3
4r0e_polio_rdrp	AAB23363.1.1.8_10944	0.240	371	268	0	100	460	1	369	1.27E-44	247.1
4r0e_polio_rdrp	ATY47697.1.1.5_10967	0.259	371	261	0	100	460	1	369	1.32E-44	247.0
4r0e_polio_rdrp	AAK12385.1.1.8_10445	0.342	354	220	0	91	439	7	353	1.64E-44	246.5
4r0e_polio_rdrp	BAV53294.1.1.6_10966	0.251	371	264	0	100	460	1	369	1.69E-44	246.5
4r0e_polio_rdrp	AAK12381.1.1.8_10441	0.342	354	220	0	91	439	7	353	1.74E-44	246.4
4r0e_polio_rdrp	AVM87424.1.1.7_10845	0.257	432	296	0	40	450	1	432	1.77E-44	246.3
4r0e_polio_rdrp	ADL38957.1.1.6_10888	0.325	381	234	0	99	460	1	378	1.82E-44	246.2
4r0e_polio_rdrp	AOQ26204.1.1.5_10903	0.333	381	234	0	100	461	1	376	2.15E-44	245.9
4r0e_polio_rdrp	CAB40546.1.1.8_10440	0.345	354	219	0	91	439	7	353	2.27E-44	245.8
4r0e_polio_rdrp	AAK12383.1.1.8_10443	0.345	354	219	0	91	439	7	353	2.70E-44	245.4
4r0e_polio_rdrp	AVM87405.1.1.5_10821	0.261	398	254	0	100	457	1	398	2.77E-44	245.4
4r0e_polio_rdrp	ACD80088.1.1.7_10950	0.245	371	267	0	100	461	1	370	3.79E-44	244.7
4r0e_polio_rdrp	AID69173.1_10276	0.069	1367	335	0	16	459	877	1344	3.96E-44	244.7
4r0e_polio_rdrp	AII73758.1_10275	0.056	1698	335	0	16	459	1207	1674	4.36E-44	244.6
4r0e_polio_rdrp	AUW34302.1.1.6_10826	0.243	420	290	0	35	432	5	420	4.33E-44	244.4
4r0e_polio_rdrp	AFG28420.1.1.8_10452	0.345	354	219	0	91	439	7	353	4.41E-44	244.3
4r0e_polio_rdrp	AGW43024.1.1.4_10940	0.258	391	259	0	100	460	1	389	4.38E-44	244.3
4r0e_polio_rdrp	AVM87416.1.1.6_10919	0.343	347	215	0	100	436	1	347	4.90E-44	244.1
4r0e_polio_rdrp	BAC23086.1.1.8_10946	0.243	371	267	0	100	460	1	369	5.70E-44	243.8
4r0e_polio_rdrp	ACJ48052.1.1.5_10965	0.261	371	260	0	100	460	1	369	6.08E-44	243.6
4r0e_polio_rdrp	AVM87406.1.1.4_10825	0.248	391	260	0	100	457	1	391	6.69E-44	243.4
4r0e_polio_rdrp	AAK12382.1.1.8_10442	0.342	354	220	0	91	439	7	353	7.03E-44	243.3
4r0e_polio_rdrp	AAK12387.1.1.8_10447	0.345	354	219	0	91	439	7	353	8.33E-44	242.9
4r0e_polio_rdrp	AOQ26203.1.1.5_10902	0.328	381	235	0	100	461	1	376	1.08E-43	242.4
4r0e_polio_rdrp	BAU71153.1.1.7_10458	0.348	339	210	0	100	436	1	339	1.10E-43	242.3
4r0e_polio_rdrp	AMT85186.1.1.7_10424	0.336	339	216	0	100	437	1	339	1.11E-43	242.3
4r0e_polio_rdrp	BBE37018.1.1.7_10455	0.342	354	220	0	91	439	7	353	1.30E-43	241.9
4r0e_polio_rdrp	CAA60254.1_10267	0.055	1699	336	0	16	459	1208	1675	1.50E-43	241.9
4r0e_polio_rdrp	BAA21898.1_10302	0.051	1811	348	0	16	459	1302	1803	1.81E-43	241.5
4r0e_polio_rdrp	AYD75973.1.1.7_10456	0.347	354	218	0	91	439	7	353	1.73E-43	241.3
4r0e_polio_rdrp	AAK12389.1.1.8_10449	0.342	354	220	0	91	439	7	353	2.04E-43	240.9
4r0e_polio_rdrp	ADO85550.2.1.7_10419	0.343	338	213	0	100	436	1	338	2.22E-43	240.8
4r0e_polio_rdrp	AUG90519.1.1.6_10889	0.321	380	236	0	99	460	1	377	2.43E-43	240.5
4r0e_polio_rdrp	ABV57376.1.1.5_10922	0.254	338	244	0	97	437	1	337	2.44E-43	240.5
4r0e_polio_rdrp	AFS33288.1.1.7_10418	0.333	339	217	0	100	437	1	339	2.56E-43	240.4
4r0e_polio_rdrp	APA29019.1.1.6_10842	0.284	348	233	0	100	436	1	348	2.81E-43	240.2
4r0e_polio_rdrp	AAB50465.1_10266	0.058	1789	326	0	16	458	1299	1765	3.39E-43	240.1
4r0e_polio_rdrp	CAA09480.1_10269	0.055	1680	333	0	17	455	1192	1655	3.58E-43	239.9
4r0e_polio_rdrp	AAG13641.1_10287	0.050	1881	341	0	16	461	1374	1855	4.33E-43	239.8
4r0e_polio_rdrp	ACV89839.1_10273	0.058	1691	332	0	16	459	1199	1667	4.03E-43	239.7
4r0e_polio_rdrp	CAA06679.1.1.8_10945	0.248	371	266	0	100	461	1	370	4.47E-43	239.2
4r0e_polio_rdrp	AAK12386.1.1.8_10446	0.342	354	220	0	91	439	7	353	5.11E-43	238.9
4r0e_polio_rdrp	ABB96725.1.1.6_10926	0.282	333	236	0	98	437	1	333	6.98E-43	238.2
4r0e_polio_rdrp	AHC98709.1.1.4_10939	0.248	391	261	0	100	459	1	388	6.90E-43	238.2
4r0e_polio_rdrp	AIK23441.1.1.6_10928	0.264	356	248	0	107	459	8	352	8.05E-43	237.9
4r0e_polio_rdrp	AYD75972.1.1.7_10454	0.342	354	220	0	91	439	7	353	8.15E-43	237.9
4r0e_polio_rdrp	AAK50354.1_10268	0.056	1699	335	0	16	459	1208	1675	9.78E-43	237.7
4r0e_polio_rdrp	AQP31132.1.1.5_10936	0.280	346	235	0	97	437	1	345	8.97E-43	237.6
4r0e_polio_rdrp	AMT85188.1.1.7_10423	0.339	339	215	0	100	437	1	339	9.29E-43	237.6
4r0e_polio_rdrp	ATY47693.1.1.7_10425	0.339	339	215	0	100	437	1	339	9.34E-43	237.6
4r0e_polio_rdrp	AXQ03965.1.1.4_10846	0.322	348	223	0	100	437	1	348	1.10E-42	237.2
4r0e_polio_rdrp	AFP96991.1.1.5_10938	0.226	389	271	0	100	459	1	386	1.15E-42	237.1
4r0e_polio_rdrp	AAO63098.2_10271	0.054	1687	340	0	17	458	1201	1665	2.01E-42	236.1
4r0e_polio_rdrp	AVM87420.1.1.6_10818	0.267	424	285	0	56	457	6	424	2.41E-42	235.4
4r0e_polio_rdrp	AIU36253.1.1.7_10420	0.339	339	215	0	100	437	1	339	2.99E-42	235.0
4r0e_polio_rdrp	AET36829.1.2_10317	0.041	2094	354	0	16	459	1439	1934	4.08E-42	234.6
4r0e_polio_rdrp	ABC55703.1_10300	0.060	1795	331	0	17	458	1270	1777	4.27E-42	234.5
4r0e_polio_rdrp	AJF23125.1.1.6_10426	0.323	341	220	0	100	437	1	341	3.98E-42	234.3
4r0e_polio_rdrp	AQX56710.1.1.5_10937	0.236	348	251	0	97	437	1	347	4.21E-42	234.2
4r0e_polio_rdrp	AAF80998.1_10295	0.051	1771	337	0	16	445	1251	1745	5.38E-42	233.9
4r0e_polio_rdrp	AZS54664.1.1.5_10923	0.263	338	241	0	97	437	1	337	4.90E-42	233.9
4r0e_polio_rdrp	AAU85375.1_10293	0.063	1396	351	0	16	460	894	1394	5.31E-42	233.9
4r0e_polio_rdrp	APA29017.1.1.5_10841	0.287	348	232	0	100	436	1	348	5.10E-42	233.8
4r0e_polio_rdrp	CAA12416.1.1.7_10843	0.300	357	228	0	100	437	1	357	5.16E-42	233.7
4r0e_polio_rdrp	AAF00472.1_10303	0.046	1795	358	0	16	460	1274	1781	9.64E-42	232.7
4r0e_polio_rdrp	AAF72337.1_10301	0.054	1655	348	0	16	456	1147	1647	1.02E-41	232.5
4r0e_polio_rdrp	QCF41176.1.1.5_10934	0.284	328	230	0	107	437	3	328	9.47E-42	232.4
4r0e_polio_rdrp	APA29021.1.1.7_10422	0.339	339	215	0	100	437	1	339	9.72E-42	232.4
4r0e_polio_rdrp	ABB22725.1.1.6_10924	0.280	329	231	0	107	437	4	329	1.00E-41	232.3
4r0e_polio_rdrp	AVM87407.1.1.6_10823	0.237	396	264	0	100	457	1	396	1.04E-41	232.2
4r0e_polio_rdrp	AUW34305.1.1.5_10932	0.290	328	228	0	107	437	3	328	1.24E-41	231.8
4r0e_polio_rdrp	AHV82114.1.1.6_10921	0.288	337	233	0	97	438	1	337	1.73E-41	231.1
4r0e_polio_rdrp	AGU62957.1.1.5_10969	0.257	342	243	0	100	437	1	342	1.77E-41	231.0
4r0e_polio_rdrp	AGV08598.1.1.5_10976	0.295	349	232	0	100	437	1	349	1.77E-41	231.0
4r0e_polio_rdrp	AKC42744.1.1.6_10980	0.286	350	237	0	100	437	1	350	2.03E-41	230.7
4r0e_polio_rdrp	AVM87404.1.1.5_10820	0.259	390	256	0	100	457	1	390	2.93E-41	229.9
4r0e_polio_rdrp	QBA82298.1.1.5_10977	0.253	348	246	0	100	436	1	348	3.41E-41	229.5
4r0e_polio_rdrp	AGO59796.1.1.5_10935	0.275	346	238	0	97	437	1	345	4.58E-41	228.9
4r0e_polio_rdrp	AIF74262.1.1.5_10978	0.282	341	232	0	105	437	2	341	6.99E-41	228.0
4r0e_polio_rdrp	AIK23442.1.1.6_10929	0.248	363	261	0	98	460	1	360	8.82E-41	227.4
4r0e_polio_rdrp	AAG13118.1_10288	0.049	1906	348	0	16	459	1403	1902	1.09E-40	227.3
4r0e_polio_rdrp	AAC58807.1_10294	0.050	1759	354	0	16	459	1240	1751	1.14E-40	227.1
4r0e_polio_rdrp	AUW34306.1.1.5_10933	0.296	324	225	0	109	437	1	324	1.05E-40	227.0
4r0e_polio_rdrp	AAA79326.1_10286	0.056	1763	335	0	17	461	1261	1738	1.64E-40	226.5
4r0e_polio_rdrp	AGH06056.1.1.5_10927	0.249	362	261	0	98	460	1	359	1.39E-40	226.4
4r0e_polio_rdrp	AIU94297.1.1.6_10974	0.252	333	242	0	100	437	1	333	3.49E-40	224.4
4r0e_polio_rdrp	AVM87450.1.1.5_10941	0.264	368	250	0	100	452	1	367	4.40E-40	223.9
4r0e_polio_rdrp	SNQ27946.1.1.6_10975	0.255	333	241	0	100	437	1	333	4.55E-40	223.8
4r0e_polio_rdrp	ABO09966.1.1.7_10925	0.282	333	236	0	98	437	1	333	5.17E-40	223.5
4r0e_polio_rdrp	QBL75886.1_10297	0.044	1954	355	0	16	458	1415	1944	7.25E-40	223.0
4r0e_polio_rdrp	AFV31450.1.1.6_10973	0.258	333	240	0	100	437	1	333	6.62E-40	223.0
4r0e_polio_rdrp	BAA32553.1_10299	0.053	1777	342	0	16	459	1277	1774	7.65E-40	223.0
4r0e_polio_rdrp	AAP32283.1_10291	0.048	1933	350	0	16	459	1435	1929	9.00E-40	222.6
4r0e_polio_rdrp	AAV64179.2_10290	0.049	1900	350	0	16	460	1402	1897	1.93E-39	220.9
4r0e_polio_rdrp	AFN70966.1.1.6_10972	0.246	333	243	0	101	437	2	333	2.27E-39	220.2
4r0e_polio_rdrp	AAC95509.1_10298	0.041	1998	345	0	17	445	1461	1965	6.39E-39	218.2
4r0e_polio_rdrp	AKJ23343.1.1.4_10979	0.234	321	209	0	153	437	2	321	7.72E-38	212.4
4r0e_polio_rdrp	AAK72220.1_10292	0.041	2107	347	0	17	458	1602	2086	1.10E-37	212.1
4r0e_polio_rdrp	AIU36194.1_10901	0.330	306	190	0	107	397	3	305	9.40E-38	211.9
4r0e_polio_rdrp	ASK12200.1.1.2_10985	0.159	321	232	0	153	437	2	321	1.23E-37	211.3
4r0e_polio_rdrp	ABS84820.1.1.5_10306	0.184	316	226	0	153	437	1	316	2.05E-37	210.2
4r0e_polio_rdrp	CAC80626.1.1.3_10281	0.199	306	216	0	153	435	2	305	2.09E-37	210.2
4r0e_polio_rdrp	APG77437.1.1.2_10982	0.162	320	229	0	155	437	1	320	6.08E-37	207.8
4r0e_polio_rdrp	AAN61470.1_10296	0.045	2035	333	0	16	442	1495	2001	7.82E-37	207.6
4r0e_polio_rdrp	AQM56929.1.1.3_10262	0.208	303	216	0	155	436	2	302	7.77E-37	207.2
4r0e_polio_rdrp	BAN19725.1.1.5_10314	0.184	320	224	0	153	436	2	320	1.12E-36	206.4
4r0e_polio_rdrp	QSV52305.1.1.2_10304	0.161	317	226	0	155	436	1	317	1.74E-36	205.5
4r0e_polio_rdrp	AEL30247.1.1.7_10313	0.216	315	216	0	153	437	2	315	1.75E-36	205.4
4r0e_polio_rdrp	AAV69575.2.1.3_10284	0.215	307	213	0	153	437	2	307	2.06E-36	205.1
4r0e_polio_rdrp	AIM39350.1.1.4_10309	0.196	321	220	0	153	436	2	321	3.26E-36	204.0
4r0e_polio_rdrp	AET36829.1.1.4_10317	0.182	318	228	0	150	437	4	318	3.36E-36	204.0
4r0e_polio_rdrp	ACL15189.1_10386	0.113	754	181	0	15	285	471	754	5.41E-36	203.0
4r0e_polio_rdrp	APB88805.1.1.5_10318	0.207	324	217	0	153	437	2	324	9.27E-36	201.7
4r0e_polio_rdrp	AHI87751.1.1.5_10319	0.219	310	215	0	153	436	2	310	1.11E-35	201.3
4r0e_polio_rdrp	AHX24375.1.1.3_10278	0.181	304	225	0	153	436	2	303	1.33E-35	200.9
4r0e_polio_rdrp	AAD20260.1.1.6_10316	0.219	315	216	0	152	437	1	315	1.40E-35	200.8
4r0e_polio_rdrp	CAA93445.1.1.3_10260	0.209	311	216	0	153	437	2	311	1.71E-35	200.3
4r0e_polio_rdrp	AAY60849.1.1.4_10264	0.184	315	222	0	153	436	2	315	2.09E-35	199.9
4r0e_polio_rdrp	ASK12206.1.1.2_10991	0.159	321	232	0	153	437	2	321	2.26E-35	199.8
4r0e_polio_rdrp	CAD34006.2.1.5_10305	0.185	314	225	0	153	437	2	314	2.28E-35	199.7
4r0e_polio_rdrp	ADG03646.1.1.4_10279	0.205	308	216	0	153	437	2	308	3.52E-35	198.8
4r0e_polio_rdrp	QRV07363.1.1.2_10304	0.186	317	218	0	155	436	1	317	3.56E-35	198.8
4r0e_polio_rdrp	ACL15187.1_10385	0.043	1963	177	0	15	281	1684	1963	3.91E-35	198.7
4r0e_polio_rdrp	ACN88709.1_11461	0.132	470	359	0	20	459	3	466	5.04E-35	198.0
4r0e_polio_rdrp	BAA25371.1.1.5_10311	0.176	319	232	0	149	437	3	319	8.53E-35	196.7
4r0e_polio_rdrp	AIF75200.1.1.5_10312	0.225	311	214	0	153	437	2	311	9.77E-35	196.5
4r0e_polio_rdrp	ASK12212.1.1.2_10987	0.191	314	223	0	153	437	2	314	1.02E-34	196.4
4r0e_polio_rdrp	AAL99277.1.1.4_10265	0.190	316	221	0	153	437	2	316	1.35E-34	195.7
4r0e_polio_rdrp	ACO37271.1.1.2_11112	0.234	304	206	0	158	437	2	304	2.13E-34	194.8
4r0e_polio_rdrp	CAA60262.1.1.4_10280	0.208	307	215	0	153	437	2	307	2.48E-34	194.5
4r0e_polio_rdrp	AAY98785.1.1.3_10283	0.195	307	219	0	153	437	2	307	2.48E-34	194.4
4r0e_polio_rdrp	APG77945.1.1.2_10992	0.178	321	226	0	153	437	2	321	2.71E-34	194.3
4r0e_polio_rdrp	ASK12194.1.1.2_10994	0.178	321	226	0	153	437	2	321	3.22E-34	193.9
4r0e_polio_rdrp	ASK12217.1.1.2_10993	0.174	316	228	0	153	437	2	316	4.04E-34	193.4
4r0e_polio_rdrp	APG77984.1.1.4_10983	0.206	310	214	0	159	436	1	310	4.10E-34	193.3
4r0e_polio_rdrp	CAB95006.3_11452	0.131	512	345	0	19	457	53	512	4.29E-34	193.3
4r0e_polio_rdrp	AII82240.1_11466	0.125	512	349	0	22	459	37	498	5.52E-34	192.7
4r0e_polio_rdrp	ABP57198.1.1.6_10308	0.236	313	209	0	153	436	2	313	6.69E-34	192.2
4r0e_polio_rdrp	ADN88287.1.1.4_10259	0.187	310	223	0	153	437	2	310	1.08E-33	191.1
4r0e_polio_rdrp	AAF04560.1.1.2_10282	0.201	303	214	0	153	433	2	303	1.47E-33	190.5
