query	target	pident	fident	alnlen	mismatch	gapopen	qstart	qend	qlen	qcov	tstart	tend	tlen	tcov	evalue	bits	prob	lddt	alntmscore
1_4r0e_polio_rdrp	CF-AAM33242.1.11_10814_relaxed	53.500	0.535	465	208	4	1	461	461	1.000	1	461	461	1.000	2.622E-57	2274	1.000	8.696E-01	9.677E-01
1_4r0e_polio_rdrp	CF-BAS29594.1.1.10_10462_relaxed	51.600	0.516	451	212	4	17	461	461	0.965	1	451	451	1.000	8.674E-57	2266	1.000	8.793E-01	9.676E-01
1_4r0e_polio_rdrp	CF-AET06138.1.1.7_10799_relaxed	55.700	0.557	450	193	4	17	461	461	0.965	1	449	449	1.000	9.671E-57	2265	1.000	8.781E-01	9.702E-01
1_4r0e_polio_rdrp	CF-VFH35710.1.12_10464_relaxed	49.700	0.497	470	222	6	1	461	461	1.000	1	465	465	1.000	5.614E-57	2264	1.000	8.723E-01	9.674E-01
1_4r0e_polio_rdrp	CF-AET06137.1.1.7_10798_relaxed	54.200	0.542	450	200	4	17	461	461	0.965	1	449	449	1.000	2.437E-56	2250	1.000	8.784E-01	9.703E-01
1_4r0e_polio_rdrp	CF-AAT67220.1.12_10459_relaxed	52.100	0.521	468	212	6	1	461	461	1.000	1	463	463	1.000	1.078E-56	2249	1.000	8.698E-01	9.671E-01
1_4r0e_polio_rdrp	CF-AET72467.1.11_10785_relaxed	59.100	0.591	404	163	1	1	404	461	0.876	1	402	402	1.000	1.291E-54	2203	1.000	8.773E-01	9.898E-01
1_4r0e_polio_rdrp	CF-AAT67220.1.1.10_10459_relaxed	52.700	0.527	455	207	5	14	461	461	0.972	1	454	454	1.000	1.002E-55	2203	1.000	8.664E-01	9.635E-01
1_4r0e_polio_rdrp	CF-VFH35710.1.1.7_10464_relaxed	50.900	0.509	455	213	5	16	461	461	0.967	7	460	460	0.987	2.032E-55	2177	1.000	8.622E-01	9.558E-01
1_4r0e_polio_rdrp	CF-AIF74261.1.1.6_10466_relaxed	52.800	0.528	450	206	4	17	461	461	0.965	1	449	449	1.000	1.694E-54	2161	1.000	8.655E-01	9.688E-01
1_4r0e_polio_rdrp	CF-AIF74249.1.1.6_10465_relaxed	53.000	0.530	449	207	3	17	461	461	0.965	1	449	449	1.000	1.076E-53	2134	1.000	8.666E-01	9.716E-01
1_4r0e_polio_rdrp	CF-AET72467.1.1.9_10785_relaxed	59.700	0.597	395	157	1	10	404	461	0.857	2	394	394	0.997	8.047E-53	2107	1.000	8.595E-01	9.867E-01
1_4r0e_polio_rdrp	CF-AET72469.1.11_10782_relaxed	58.700	0.587	393	160	1	1	393	461	0.852	1	391	391	1.000	9.634E-51	2032	1.000	8.634E-01	9.875E-01
1_4r0e_polio_rdrp	CF-AET72469.1.1.9_10782_relaxed	59.600	0.596	384	153	1	10	393	461	0.833	2	383	383	0.997	4.924E-50	1990	1.000	8.526E-01	9.860E-01
1_4r0e_polio_rdrp	CF-AET72469.1_10782_relaxed	58.700	0.587	393	160	1	1	393	461	0.852	1685	2075	2075	0.188	4.924E-50	1987	1.000	8.572E-01	9.780E-01
1_4r0e_polio_rdrp	CF-AER92563.1.11_10791_relaxed	55.200	0.552	382	169	1	1	382	461	0.829	1	380	380	1.000	1.035E-48	1959	1.000	8.683E-01	9.884E-01
1_4r0e_polio_rdrp	CF-ALR74732.1.1.7_10460_relaxed	45.300	0.453	459	230	8	20	461	461	0.959	1	455	455	1.000	2.428E-50	1913	1.000	8.243E-01	9.309E-01
1_4r0e_polio_rdrp	CF-AER92563.1.1.9_10791_relaxed	56.100	0.561	372	161	1	10	381	461	0.807	2	371	371	0.997	6.939E-48	1903	1.000	8.498E-01	9.854E-01
1_4r0e_polio_rdrp	CF-AER92563.1_10791_relaxed	55.200	0.552	382	169	1	1	382	461	0.829	1630	2009	2009	0.189	2.853E-47	1870	1.000	8.479E-01	9.785E-01
1_4r0e_polio_rdrp	CF-AEP69155.1.11_10709_relaxed	56.900	0.569	355	150	2	7	360	461	0.768	1	353	353	1.000	1.260E-44	1758	1.000	8.369E-01	9.801E-01
1_4r0e_polio_rdrp	CF-AEP69155.1.1.10_10709_relaxed	57.800	0.578	349	144	2	13	360	461	0.755	5	351	351	0.989	1.404E-44	1737	1.000	8.252E-01	9.716E-01
1_4r0e_polio_rdrp	CF-AWK02676.1.1.9_10809_relaxed	56.600	0.566	360	155	1	102	461	461	0.781	3	361	361	0.994	1.330E-44	1713	1.000	7.931E-01	9.827E-01
1_4r0e_polio_rdrp	CF-AWK02667.1.1.10_10810_relaxed	58.600	0.586	360	148	1	102	461	461	0.781	3	361	361	0.994	1.193E-44	1711	1.000	7.905E-01	9.811E-01
1_4r0e_polio_rdrp	CF-AWK02684.1.1.10_10807_relaxed	58.300	0.583	360	149	1	102	461	461	0.781	3	361	361	0.994	1.330E-44	1710	1.000	7.912E-01	9.815E-01
1_4r0e_polio_rdrp	CF-AJF23050.1.1.10_10806_relaxed	58.600	0.586	360	148	1	102	461	461	0.781	3	361	361	0.994	1.013E-44	1708	1.000	7.861E-01	9.811E-01
1_4r0e_polio_rdrp	CF-AVX29479.1.1.9_10812_relaxed	59.700	0.597	360	144	1	102	461	461	0.781	3	361	361	0.994	1.130E-44	1708	1.000	7.862E-01	9.822E-01
1_4r0e_polio_rdrp	CF-AWB14569.1.1.9_10813_relaxed	57.500	0.575	360	152	1	102	461	461	0.781	3	361	361	0.994	2.697E-44	1699	1.000	7.888E-01	9.850E-01
1_4r0e_polio_rdrp	CF-AAM33242.1.1.7_10814_relaxed	56.900	0.569	365	155	2	99	461	461	0.787	1	365	365	1.000	6.797E-44	1657	1.000	7.742E-01	9.718E-01
1_4r0e_polio_rdrp	CF-ADY76976.1_10587_relaxed	75.500	0.755	307	71	3	89	395	461	0.666	2	304	305	0.993	9.244E-43	1651	1.000	7.986E-01	9.837E-01
1_4r0e_polio_rdrp	CF-AAL57904.1.1.8_10815_relaxed	57.300	0.573	366	153	3	99	461	461	0.787	1	366	366	1.000	3.668E-43	1637	1.000	7.817E-01	9.710E-01
1_4r0e_polio_rdrp	CF-ACG63545.1.1.7_10816_relaxed	57.300	0.573	366	153	3	99	461	461	0.787	1	366	366	1.000	5.367E-43	1632	1.000	7.820E-01	9.711E-01
1_4r0e_polio_rdrp	CF-AFV48064.1.1.6_10817_relaxed	57.300	0.573	366	153	3	99	461	461	0.787	1	366	366	1.000	5.083E-43	1629	1.000	7.810E-01	9.683E-01
1_4r0e_polio_rdrp	CF-AEP69155.1_10709_relaxed	57.800	0.578	349	144	2	13	360	461	0.755	1679	2025	2025	0.171	2.743E-42	1627	1.000	8.080E-01	9.651E-01
1_4r0e_polio_rdrp	CF-AII77469.1_10629_relaxed	75.000	0.750	304	75	1	1	303	461	0.657	16	319	321	0.947	6.547E-42	1626	1.000	8.092E-01	9.799E-01
1_4r0e_polio_rdrp	CF-ATY47694.1.1.9_10811_relaxed	54.700	0.547	360	162	1	102	461	461	0.781	3	361	361	0.994	2.896E-42	1622	1.000	7.878E-01	9.852E-01
1_4r0e_polio_rdrp	CF-AJO61169.1_10554_relaxed	75.000	0.750	312	77	1	1	311	461	0.675	1724	2035	2036	0.153	1.942E-41	1587	1.000	7.984E-01	9.661E-01
1_4r0e_polio_rdrp	CF-AJO61169.1.1.10_10554_relaxed	75.500	0.755	303	73	1	10	311	461	0.655	2	304	305	0.993	6.085E-41	1568	1.000	7.872E-01	9.801E-01
1_4r0e_polio_rdrp	CF-CAB40546.1.12_10440_relaxed	32.300	0.323	470	286	13	1	459	461	0.996	1	449	452	0.993	3.467E-40	1472	1.000	7.706E-01	9.146E-01
1_4r0e_polio_rdrp	CF-AVM87410.1.1.6_10920_relaxed	32.600	0.326	457	289	11	17	457	461	0.957	1	454	455	0.998	9.743E-40	1454	1.000	7.702E-01	9.124E-01
1_4r0e_polio_rdrp	CF-ASH99046.1.1.7_10341_relaxed	31.300	0.313	462	297	11	14	461	461	0.972	9	464	464	0.983	7.838E-40	1449	1.000	7.658E-01	9.078E-01
1_4r0e_polio_rdrp	CF-QEQ92497.1.1.6_10428_relaxed	34.900	0.349	461	274	13	14	457	461	0.963	9	460	460	0.983	5.972E-40	1447	1.000	7.657E-01	8.993E-01
1_4r0e_polio_rdrp	CF-AAK91591.1.12_10416_relaxed	30.100	0.301	475	308	11	2	461	461	0.998	1	466	468	0.996	6.535E-39	1439	1.000	7.756E-01	9.246E-01
1_4r0e_polio_rdrp	CF-CAA65615.1.9_10415_relaxed	30.800	0.308	476	304	12	1	461	461	1.000	1	466	468	0.996	4.466E-39	1437	1.000	7.689E-01	9.223E-01
1_4r0e_polio_rdrp	CF-APY24210.1.1.6_10432_relaxed	29.500	0.295	473	307	13	6	461	461	0.989	3	466	466	0.996	1.589E-39	1436	1.000	7.582E-01	9.133E-01
1_4r0e_polio_rdrp	CF-ATG32105.1_10848_relaxed	34.100	0.341	468	285	11	16	461	461	0.967	1044	1510	1527	0.306	1.279E-39	1431	1.000	7.602E-01	9.010E-01
1_4r0e_polio_rdrp	CF-ABF74751.2.12_10353_relaxed	30.400	0.304	480	297	15	1	459	461	0.996	1	464	470	0.987	1.029E-39	1430	1.000	7.531E-01	9.031E-01
1_4r0e_polio_rdrp	CF-AFJ04539.1.1.6_10414_relaxed	31.500	0.315	479	289	15	1	459	461	0.996	1	460	463	0.994	1.505E-39	1428	1.000	7.590E-01	9.009E-01
1_4r0e_polio_rdrp	CF-ABG23522.1.1.6_10439_relaxed	31.000	0.310	473	295	14	6	461	461	0.989	3	461	461	0.996	1.279E-39	1427	1.000	7.550E-01	9.012E-01
1_4r0e_polio_rdrp	CF-QEQ92497.1_10428_relaxed	34.900	0.349	463	275	13	14	459	461	0.967	1611	2064	2069	0.219	2.593E-39	1424	1.000	7.629E-01	9.021E-01
1_4r0e_polio_rdrp	CF-AHV90410.1.11_10894_relaxed	34.000	0.340	470	281	15	6	459	461	0.985	3	459	476	0.960	3.052E-39	1422	1.000	7.606E-01	9.059E-01
1_4r0e_polio_rdrp	CF-AUO15553.1.1.7_10364_relaxed	28.700	0.287	462	304	11	14	461	461	0.972	9	459	459	0.983	1.426E-39	1419	1.000	7.516E-01	8.973E-01
1_4r0e_polio_rdrp	CF-ATY47692.1.1.6_10437_relaxed	30.600	0.306	467	295	13	14	461	461	0.972	9	465	465	0.983	4.006E-39	1414	1.000	7.598E-01	9.020E-01
1_4r0e_polio_rdrp	CF-ACL15191.1.1.6_10408_relaxed	31.600	0.316	477	289	15	1	459	461	0.996	1	458	461	0.993	8.276E-40	1412	1.000	7.412E-01	8.908E-01
1_4r0e_polio_rdrp	CF-ACA05181.1.12_10344_relaxed	29.700	0.297	480	299	17	1	459	461	0.996	1	463	467	0.991	3.403E-39	1412	1.000	7.560E-01	9.010E-01
1_4r0e_polio_rdrp	CF-BAC58035.1.1.7_10365_relaxed	29.100	0.291	460	306	9	14	461	461	0.972	9	460	460	0.983	4.979E-39	1411	1.000	7.595E-01	9.024E-01
1_4r0e_polio_rdrp	CF-ACL15191.1.11_10408_relaxed	31.600	0.316	477	289	15	1	459	461	0.996	1	458	462	0.991	8.739E-40	1411	1.000	7.405E-01	8.918E-01
1_4r0e_polio_rdrp	CF-AJC98114.1.1.6_10430_relaxed	29.900	0.299	464	303	11	14	461	461	0.972	9	466	466	0.983	1.010E-38	1411	1.000	7.656E-01	9.095E-01
1_4r0e_polio_rdrp	CF-AAA43037.1.1.8_10358_relaxed	29.600	0.296	462	300	11	14	461	461	0.972	9	459	459	0.983	1.426E-39	1410	1.000	7.441E-01	8.957E-01
1_4r0e_polio_rdrp	CF-AFS33288.1.12_10418_relaxed	30.900	0.309	478	289	16	1	461	461	1.000	1	454	456	0.996	5.861E-39	1407	1.000	7.587E-01	9.009E-01
1_4r0e_polio_rdrp	CF-AWK02669.1.1.6_10433_relaxed	29.500	0.295	464	305	13	14	461	461	0.972	9	466	466	0.983	2.162E-38	1406	1.000	7.700E-01	9.122E-01
1_4r0e_polio_rdrp	CF-ADO85550.2.12_10419_relaxed	31.300	0.313	479	286	17	1	461	461	1.000	1	454	456	0.996	3.403E-39	1404	1.000	7.516E-01	8.954E-01
1_4r0e_polio_rdrp	CF-AHV90410.1.1.9_10894_relaxed	33.900	0.339	460	278	13	15	459	461	0.965	1	449	453	0.991	1.739E-38	1402	1.000	7.643E-01	9.094E-01
1_4r0e_polio_rdrp	CF-AVM87457.1.1.6_10890_relaxed	31.900	0.319	463	286	13	22	457	461	0.946	1	461	462	0.998	1.010E-38	1400	1.000	7.651E-01	8.957E-01
1_4r0e_polio_rdrp	CF-AFK85007.1.12_10429_relaxed	29.500	0.295	464	305	11	14	461	461	0.972	9	466	467	0.981	3.163E-38	1398	1.000	7.682E-01	9.112E-01
1_4r0e_polio_rdrp	CF-ATY47698.1.1.7_10382_relaxed	30.900	0.309	462	294	12	14	461	461	0.972	9	459	459	0.983	5.861E-39	1396	1.000	7.491E-01	8.991E-01
1_4r0e_polio_rdrp	CF-AVM87448.1.1.5_10895_relaxed	32.400	0.324	459	284	14	15	458	461	0.963	1	448	453	0.989	1.836E-38	1391	1.000	7.560E-01	9.067E-01
1_4r0e_polio_rdrp	CF-AVM87408.1.1.7_10918_relaxed	34.100	0.341	466	281	12	15	461	461	0.970	1	459	459	1.000	3.163E-38	1390	1.000	7.644E-01	9.053E-01
1_4r0e_polio_rdrp	CF-ACL99815.1.1.6_10413_relaxed	32.000	0.320	477	291	14	1	461	461	1.000	1	460	461	0.998	4.230E-39	1390	1.000	7.404E-01	8.956E-01
1_4r0e_polio_rdrp	CF-AGM61326.1.1.7_10361_relaxed	30.400	0.304	460	300	11	14	461	461	0.972	9	460	460	0.983	2.410E-38	1389	1.000	7.596E-01	9.047E-01
1_4r0e_polio_rdrp	CF-AFB77697.1_10847_relaxed	31.800	0.318	483	292	16	3	459	461	0.991	923	1394	1406	0.336	1.975E-39	1389	1.000	7.400E-01	8.796E-01
1_4r0e_polio_rdrp	CF-AAA47930.1.1.7_10362_relaxed	29.800	0.298	463	299	12	14	461	461	0.972	9	460	460	0.983	1.477E-38	1388	1.000	7.523E-01	9.026E-01
1_4r0e_polio_rdrp	CF-AFK85007.1.1.6_10429_relaxed	29.500	0.295	464	305	11	14	461	461	0.972	9	466	466	0.983	6.074E-38	1388	1.000	7.688E-01	9.107E-01
1_4r0e_polio_rdrp	CF-ATY47702.1.1.6_10438_relaxed	31.300	0.313	465	294	11	14	461	461	0.972	9	465	465	0.983	3.340E-38	1386	1.000	7.626E-01	9.033E-01
1_4r0e_polio_rdrp	CF-ACL15186.1.1.6_10384_relaxed	30.100	0.301	477	297	15	1	459	461	0.996	1	459	462	0.994	3.593E-39	1384	1.000	7.381E-01	8.877E-01
1_4r0e_polio_rdrp	CF-AIY68181.1.12_10457_relaxed	30.800	0.308	460	295	13	15	459	461	0.965	11	462	468	0.966	3.723E-38	1384	1.000	7.611E-01	9.052E-01
1_4r0e_polio_rdrp	CF-ABP68884.2.1.7_10370_relaxed	28.800	0.288	461	306	10	14	461	461	0.972	9	460	460	0.983	1.647E-38	1383	1.000	7.504E-01	9.001E-01
1_4r0e_polio_rdrp	CF-AAA47930.1.10_10362_relaxed	29.700	0.297	461	298	12	14	459	461	0.967	9	458	461	0.976	1.399E-38	1383	1.000	7.504E-01	8.968E-01
1_4r0e_polio_rdrp	CF-AFJ04537.1.1.6_10402_relaxed	30.300	0.303	477	296	15	1	459	461	0.996	1	459	462	0.994	4.006E-39	1383	1.000	7.386E-01	8.875E-01
1_4r0e_polio_rdrp	CF-ADK91813.1.1.7_10372_relaxed	29.500	0.295	461	303	11	14	461	461	0.972	9	460	460	0.983	1.939E-38	1381	1.000	7.512E-01	9.003E-01
1_4r0e_polio_rdrp	CF-AAA43037.1.10_10358_relaxed	29.100	0.291	463	297	11	14	459	461	0.967	9	457	460	0.976	3.794E-39	1379	1.000	7.371E-01	8.835E-01
1_4r0e_polio_rdrp	CF-BAM44716.1.1.7_10380_relaxed	29.200	0.292	462	303	12	14	461	461	0.972	9	460	460	0.983	2.995E-38	1379	1.000	7.540E-01	9.025E-01
1_4r0e_polio_rdrp	CF-BAU71153.1.12_10458_relaxed	32.200	0.322	477	280	18	1	458	461	0.993	1	453	463	0.978	4.715E-39	1378	1.000	7.396E-01	8.829E-01
1_4r0e_polio_rdrp	CF-ADL38961.1.11_10887_relaxed	32.800	0.328	463	288	14	16	461	461	0.967	12	468	470	0.972	3.163E-38	1378	1.000	7.600E-01	8.953E-01
1_4r0e_polio_rdrp	CF-AFO66759.1.1.8_10359_relaxed	29.200	0.292	465	298	11	14	461	461	0.972	9	459	459	0.983	7.285E-39	1376	1.000	7.396E-01	8.890E-01
1_4r0e_polio_rdrp	CF-AVM87423.1.1.5_10891_relaxed	32.700	0.327	464	281	14	22	457	461	0.946	1	461	462	0.998	3.163E-38	1375	1.000	7.591E-01	8.922E-01
1_4r0e_polio_rdrp	CF-AFC40221.1.13_10343_relaxed	29.000	0.290	479	305	16	1	459	461	0.996	1	464	469	0.989	2.545E-38	1375	1.000	7.458E-01	9.036E-01
1_4r0e_polio_rdrp	CF-BAM44712.1.1.7_10376_relaxed	29.600	0.296	462	301	12	14	461	461	0.972	9	460	460	0.983	2.995E-38	1374	1.000	7.505E-01	9.007E-01
1_4r0e_polio_rdrp	CF-ACL99815.1.11_10413_relaxed	32.000	0.320	477	291	14	1	461	461	1.000	1	460	462	0.996	1.477E-38	1372	1.000	7.408E-01	8.957E-01
1_4r0e_polio_rdrp	CF-AUV64577.1.1.6_10873_relaxed	34.200	0.342	456	278	14	18	459	461	0.959	1	448	451	0.993	3.340E-38	1370	1.000	7.483E-01	9.003E-01
1_4r0e_polio_rdrp	CF-ABP68884.2.12_10370_relaxed	28.700	0.287	459	305	10	14	459	461	0.967	9	458	461	0.976	3.163E-38	1370	1.000	7.490E-01	8.979E-01
1_4r0e_polio_rdrp	CF-AFJ04540.1.1.6_10401_relaxed	30.100	0.301	478	296	15	1	459	461	0.996	1	459	462	0.994	1.126E-38	1370	1.000	7.406E-01	8.877E-01
1_4r0e_polio_rdrp	CF-ACL15190.1.1.6_10407_relaxed	30.700	0.307	478	296	14	1	461	461	1.000	1	460	460	1.000	1.531E-37	1369	1.000	7.648E-01	9.101E-01
1_4r0e_polio_rdrp	CF-ACL15185.1.1.6_10383_relaxed	30.600	0.306	477	295	15	1	459	461	0.996	1	459	462	0.994	1.066E-38	1369	1.000	7.393E-01	8.877E-01
1_4r0e_polio_rdrp	CF-BAM44713.1.1.7_10377_relaxed	29.200	0.292	461	304	10	14	461	461	0.972	9	460	460	0.983	4.383E-38	1368	1.000	7.510E-01	8.998E-01
1_4r0e_polio_rdrp	CF-AJI43724.1.12_10431_relaxed	28.300	0.283	469	304	12	14	461	461	0.972	9	466	467	0.981	4.383E-38	1368	1.000	7.557E-01	8.944E-01
1_4r0e_polio_rdrp	CF-BAM44714.1.1.7_10378_relaxed	29.000	0.290	461	305	10	14	461	461	0.972	9	460	460	0.983	3.931E-38	1367	1.000	7.486E-01	8.989E-01
1_4r0e_polio_rdrp	CF-BAM44715.1.1.7_10379_relaxed	29.600	0.296	462	301	12	14	461	461	0.972	9	460	460	0.983	4.383E-38	1367	1.000	7.494E-01	9.002E-01
1_4r0e_polio_rdrp	CF-AFB77697.1.7_10847_relaxed	32.100	0.321	467	292	14	14	459	461	0.967	9	471	483	0.959	3.723E-38	1367	1.000	7.520E-01	8.938E-01
1_4r0e_polio_rdrp	CF-AIY68181.1.1.6_10457_relaxed	31.200	0.312	458	292	13	15	457	461	0.961	9	458	458	0.983	9.384E-38	1366	1.000	7.568E-01	9.050E-01
1_4r0e_polio_rdrp	CF-ACL15185.1.11_10383_relaxed	30.600	0.306	477	295	15	1	459	461	0.996	1	459	463	0.991	1.325E-38	1366	1.000	7.390E-01	8.874E-01
1_4r0e_polio_rdrp	CF-ACL15186.1.11_10384_relaxed	30.100	0.301	477	297	15	1	459	461	0.996	1	459	463	0.991	1.325E-38	1366	1.000	7.390E-01	8.879E-01
1_4r0e_polio_rdrp	CF-BAM44709.1.1.7_10373_relaxed	29.400	0.294	462	302	12	14	461	461	0.972	9	460	460	0.983	4.886E-38	1365	1.000	7.493E-01	8.997E-01
1_4r0e_polio_rdrp	CF-AFO66759.1.12_10359_relaxed	29.100	0.291	463	297	11	14	459	461	0.967	9	457	460	0.976	1.010E-38	1364	1.000	7.365E-01	8.831E-01
1_4r0e_polio_rdrp	CF-CAA39496.1.1.7_10360_relaxed	28.900	0.289	463	303	11	14	461	461	0.972	9	460	460	0.983	4.886E-38	1364	1.000	7.501E-01	8.969E-01
1_4r0e_polio_rdrp	CF-ADL38959.1.11_10886_relaxed	33.900	0.339	462	278	15	16	458	461	0.961	12	465	470	0.966	2.837E-38	1364	1.000	7.536E-01	8.828E-01
1_4r0e_polio_rdrp	CF-AGC69961.1.1.7_10367_relaxed	28.700	0.287	463	305	12	14	461	461	0.972	9	461	461	0.983	2.282E-38	1363	1.000	7.433E-01	8.891E-01
1_4r0e_polio_rdrp	CF-AWS20965.1.1.7_10896_relaxed	33.400	0.334	466	278	16	15	461	461	0.970	1	453	453	1.000	6.413E-38	1362	1.000	7.479E-01	9.027E-01
1_4r0e_polio_rdrp	CF-ATY47696.1.1.7_10381_relaxed	29.100	0.291	460	305	11	14	461	461	0.972	9	459	459	0.983	9.384E-38	1361	1.000	7.544E-01	9.020E-01
1_4r0e_polio_rdrp	CF-AIU36166.1.1.10_10808_relaxed	59.900	0.599	312	124	1	102	413	461	0.677	3	313	313	0.994	3.277E-37	1359	1.000	7.274E-01	9.587E-01
1_4r0e_polio_rdrp	CF-AWB14663.1.1.7_10366_relaxed	29.800	0.298	462	300	12	14	461	461	0.972	9	460	460	0.983	9.908E-38	1359	1.000	7.552E-01	8.993E-01
1_4r0e_polio_rdrp	CF-AJI43724.1.1.6_10431_relaxed	28.300	0.283	469	304	12	14	461	461	0.972	9	466	466	0.983	5.160E-38	1359	1.000	7.497E-01	8.922E-01
1_4r0e_polio_rdrp	CF-AIK23444.1.11_10880_relaxed	32.600	0.326	466	290	10	13	459	461	0.970	9	469	472	0.977	1.046E-37	1356	1.000	7.502E-01	9.014E-01
1_4r0e_polio_rdrp	CF-BAS53432.1.11_10867_relaxed	32.000	0.320	474	295	16	6	459	461	0.985	3	469	473	0.987	1.166E-37	1355	1.000	7.464E-01	9.070E-01
1_4r0e_polio_rdrp	CF-ACG55801.1_10363_relaxed	28.600	0.286	461	303	13	14	459	461	0.967	929	1378	1381	0.326	4.628E-38	1355	1.000	7.447E-01	8.908E-01
1_4r0e_polio_rdrp	CF-AAT01793.1.1.8_10356_relaxed	30.200	0.302	466	292	14	16	460	461	0.965	5	458	458	0.991	2.837E-38	1354	1.000	7.390E-01	8.876E-01
1_4r0e_polio_rdrp	CF-AQX17368.1.1.7_10345_relaxed	30.400	0.304	467	292	16	15	460	461	0.967	1	455	455	1.000	8.887E-38	1353	1.000	7.482E-01	8.976E-01
1_4r0e_polio_rdrp	CF-ALL55200.1.11_10911_relaxed	31.900	0.319	467	291	15	13	459	461	0.970	9	468	472	0.975	7.150E-38	1353	1.000	7.476E-01	8.941E-01
1_4r0e_polio_rdrp	CF-ACB29695.1.12_10371_relaxed	29.300	0.293	460	301	12	14	459	461	0.967	9	458	461	0.976	8.417E-38	1352	1.000	7.471E-01	8.955E-01
1_4r0e_polio_rdrp	CF-AKA20760.1.12_10342_relaxed	28.300	0.283	480	307	16	1	459	461	0.996	1	464	469	0.989	1.531E-37	1352	1.000	7.503E-01	9.040E-01
1_4r0e_polio_rdrp	CF-ACB29695.1.1.7_10371_relaxed	29.200	0.292	462	303	12	14	461	461	0.972	9	460	460	0.983	1.450E-37	1351	1.000	7.522E-01	8.991E-01
1_4r0e_polio_rdrp	CF-ADL38959.1.1.6_10886_relaxed	34.300	0.343	460	275	15	17	457	461	0.957	1	452	452	1.000	1.166E-37	1350	1.000	7.507E-01	8.955E-01
1_4r0e_polio_rdrp	CF-ACO92353.1.1.7_10374_relaxed	28.400	0.284	457	305	11	14	457	461	0.963	9	456	456	0.982	9.384E-38	1350	1.000	7.449E-01	8.979E-01
1_4r0e_polio_rdrp	CF-ADL38961.1.1.5_10887_relaxed	33.100	0.331	458	283	14	17	457	461	0.957	1	452	452	1.000	2.365E-37	1348	1.000	7.544E-01	9.023E-01
1_4r0e_polio_rdrp	CF-AJE25834.1.1.7_10346_relaxed	29.900	0.299	467	294	15	15	460	461	0.967	1	455	455	1.000	1.300E-37	1347	1.000	7.487E-01	8.965E-01
1_4r0e_polio_rdrp	CF-AAT01772.1.1.8_10350_relaxed	30.900	0.309	466	289	14	16	460	461	0.965	5	458	458	0.991	5.448E-38	1347	1.000	7.404E-01	8.887E-01
1_4r0e_polio_rdrp	CF-AIK23440.1.11_10913_relaxed	32.100	0.321	467	290	16	13	459	461	0.970	9	468	472	0.975	9.384E-38	1346	1.000	7.441E-01	8.935E-01
1_4r0e_polio_rdrp	CF-BAS53432.1.1.6_10867_relaxed	32.200	0.322	462	289	15	15	459	461	0.965	1	455	459	0.991	1.450E-37	1345	1.000	7.491E-01	8.957E-01
1_4r0e_polio_rdrp	CF-AWK02683.1.1.7_10369_relaxed	29.100	0.291	463	303	12	14	461	461	0.972	9	461	461	0.983	7.971E-38	1345	1.000	7.449E-01	8.881E-01
1_4r0e_polio_rdrp	CF-AAT01695.1.1.8_10351_relaxed	30.400	0.304	467	292	14	15	460	461	0.967	4	458	458	0.993	7.971E-38	1342	1.000	7.401E-01	8.900E-01
1_4r0e_polio_rdrp	CF-AWK02691.1.1.7_10860_relaxed	34.700	0.347	463	275	17	15	459	461	0.965	1	454	458	0.991	1.531E-37	1342	1.000	7.480E-01	8.941E-01
1_4r0e_polio_rdrp	CF-ANN02882.1.1.7_10348_relaxed	30.400	0.304	467	292	16	15	460	461	0.967	1	455	455	1.000	1.616E-37	1341	1.000	7.456E-01	8.964E-01
1_4r0e_polio_rdrp	CF-ACL15190.1.11_10407_relaxed	29.700	0.297	481	297	14	1	461	461	1.000	1	460	462	0.996	1.707E-37	1341	1.000	7.488E-01	8.934E-01
1_4r0e_polio_rdrp	CF-AEM05831.1.1.6_10854_relaxed	34.000	0.340	461	281	15	15	459	461	0.965	1	454	458	0.991	2.940E-37	1340	1.000	7.525E-01	8.982E-01
1_4r0e_polio_rdrp	CF-ATY47699.1.1.6_10858_relaxed	34.400	0.344	461	279	15	15	459	461	0.965	1	454	458	0.991	2.121E-37	1339	1.000	7.475E-01	8.973E-01
1_4r0e_polio_rdrp	CF-AWB14573.1.1.7_10859_relaxed	34.700	0.347	461	278	16	15	459	461	0.965	1	454	458	0.991	3.858E-37	1339	1.000	7.549E-01	9.005E-01
1_4r0e_polio_rdrp	CF-AAT01783.1.1.8_10354_relaxed	30.500	0.305	468	292	14	14	460	461	0.970	3	458	458	0.996	8.887E-38	1338	1.000	7.371E-01	8.902E-01
1_4r0e_polio_rdrp	CF-APM87483.1.1.7_10872_relaxed	30.500	0.305	462	290	14	17	457	461	0.957	1	452	453	0.998	8.417E-38	1337	1.000	7.338E-01	8.920E-01
1_4r0e_polio_rdrp	CF-ABB76805.1.1.7_10349_relaxed	28.600	0.286	465	298	14	16	460	461	0.965	5	455	455	0.991	7.150E-38	1337	1.000	7.351E-01	8.878E-01
1_4r0e_polio_rdrp	CF-AIP90502.1.1.6_10908_relaxed	31.500	0.315	460	294	14	15	460	461	0.967	1	453	456	0.993	5.064E-37	1336	1.000	7.494E-01	9.079E-01
1_4r0e_polio_rdrp	CF-ACS32214.2.11_10907_relaxed	30.300	0.303	474	305	16	2	460	461	0.996	1	464	474	0.979	7.823E-37	1336	1.000	7.497E-01	9.175E-01
