hallmark,cluster_id,structure_representative,cluster_member,protlen,plddt,ptm,ictv_sort,ictv_realm,ictv_family,ictv_species,genbank_name,foldseek
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAS29594.1.12_10462_relaxed,463,95.1,0.93,10462,Riboviria,Picornaviridae,Boosepivirus B,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ANF04008.1.1.10_10620_relaxed,453,95.9,0.94,10620,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AVJ35777.1.1.10_10607_relaxed,453,95.9,0.94,10607,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAA24003.1.1.10_10589_relaxed,453,96.2,0.94,10589,Riboviria,Picornaviridae,Enterovirus E,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ARM53611.1.1.12_10617_relaxed,453,95.7,0.94,10617,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAL69631.2.11_10621_relaxed,460,95.9,0.94,10621,Riboviria,Picornaviridae,Enterovirus H,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAL69631.2.1.10_10621_relaxed,452,95.6,0.94,10621,Riboviria,Picornaviridae,Enterovirus H,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-VFH35710.1.1.7_10464_relaxed,460,94.8,0.93,10464,Riboviria,Picornaviridae,Boosepivirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AUG72355.1.1.9_10787_relaxed,449,94.9,0.93,10787,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACU00185.1.1.9_10750_relaxed,450,95.2,0.93,10750,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABU62850.1.1.11_10748_relaxed,451,95.2,0.93,10748,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AMW87255.1.1.10_10632_relaxed,446,95.3,0.94,10632,Riboviria,Picornaviridae,Enterovirus L,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AMW87255.1.11_10632_relaxed,477,93.0,0.92,10632,Riboviria,Picornaviridae,Enterovirus L,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAS29594.1.1.10_10462_relaxed,451,94.6,0.93,10462,Riboviria,Picornaviridae,Boosepivirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AET06137.1.12_10798_relaxed,461,95.9,0.93,10798,Riboviria,Picornaviridae,Felipivirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AET06138.1.12_10799_relaxed,461,95.9,0.93,10799,Riboviria,Picornaviridae,Felipivirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51199.1.1.10_10660_relaxed,447,95.1,0.93,10660,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAA45762.1.1.10_10700_relaxed,447,95.2,0.94,10700,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51194.1.1.10_10678_relaxed,448,94.7,0.93,10678,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ANF04008.1.11_10620_relaxed,478,93.8,0.91,10620,Riboviria,Picornaviridae,Enterovirus G,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAW98044.1.1.10_10600_relaxed,453,96.1,0.94,10600,Riboviria,Picornaviridae,Enterovirus F,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAW30683.1.11_10480_relaxed,462,96.7,0.94,10480,Riboviria,Picornaviridae,Enterovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAW30682.1.11_10479_relaxed,462,96.7,0.94,10479,Riboviria,Picornaviridae,Enterovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEM76814.1.1.10_10777_relaxed,441,94.8,0.93,10777,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAA18891.1.1.10_10585_relaxed,451,95.8,0.94,10585,Riboviria,Picornaviridae,Enterovirus D,"RNA-dependent RNA polymerase (RdRp) in the Enterovirus genus of positive-sense single-stranded RNA [(+)ssRNA] viruses, within the family Picornaviridae; cd23213",cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAA45756.1.1.10_10717_relaxed,444,96.1,0.94,10717,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51198.1.1.10_10699_relaxed,447,95.4,0.94,10699,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51197.1.1.10_10636_relaxed,447,95.4,0.93,10636,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEP69150.1.1.10_10708_relaxed,447,94.6,0.93,10708,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37398.1.1.10_10677_relaxed,447,95.1,0.94,10677,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51188.1.1.10_10690_relaxed,452,95.4,0.93,10690,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51186.1.1.10_10689_relaxed,452,95.2,0.93,10689,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAC00531.1.11_10493_relaxed,462,96.4,0.94,10493,Riboviria,Picornaviridae,Enterovirus B,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51206.1.1.10_10655_relaxed,450,94.9,0.93,10655,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37377.1.1.10_10648_relaxed,450,94.8,0.93,10648,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37382.1.1.10_10656_relaxed,450,94.8,0.93,10656,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37431.1.1.10_10704_relaxed,450,94.7,0.93,10704,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37391.1.1.10_10670_relaxed,450,94.8,0.93,10670,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37381.1.1.10_10654_relaxed,450,94.9,0.93,10654,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-BAA00168.1.1.10_10634_relaxed,450,94.4,0.93,10634,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAA46912.1.1.10_10558_relaxed,453,95.8,0.94,10558,Riboviria,Picornaviridae,Enterovirus C,"RNA-dependent RNA polymerase (RdRp) in the Enterovirus genus of positive-sense single-stranded RNA [(+)ssRNA] viruses, within the family Picornaviridae; cd23213",cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABK88241.1.1.10_10586_relaxed,452,95.7,0.94,10586,Riboviria,Picornaviridae,Enterovirus D,"RNA-dependent RNA polymerase (RdRp) in the Enterovirus genus of positive-sense single-stranded RNA [(+)ssRNA] viruses, within the family Picornaviridae; cd23213",cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAR98503.1.1.10_10583_relaxed,452,95.6,0.94,10583,Riboviria,Picornaviridae,Enterovirus D,"RNA-dependent RNA polymerase (RdRp) in the Enterovirus genus of positive-sense single-stranded RNA [(+)ssRNA] viruses, within the family Picornaviridae; cd23213",cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAR98503.1.11_10583_relaxed,457,96.1,0.94,10583,Riboviria,Picornaviridae,Enterovirus D,3D protein,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABK88241.1.11_10586_relaxed,457,96.1,0.94,10586,Riboviria,Picornaviridae,Enterovirus D,3D protein,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEG75268.1.11_10707_relaxed,459,95.9,0.94,10707,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AFD64773.1.1.10_10710_relaxed,449,95.5,0.94,10710,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACT89355.1.1.10_10705_relaxed,451,95.5,0.94,10705,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AFS33290.1.1.10_10577_relaxed,453,96.1,0.94,10577,Riboviria,Picornaviridae,Enterovirus C,"RNA-dependent RNA polymerase (RdRp) in the Enterovirus genus of positive-sense single-stranded RNA [(+)ssRNA] viruses, within the family Picornaviridae; cd23213",cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABK29455.2.1.10_10749_relaxed,451,95.3,0.93,10749,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABQ51392.1.1.9_10744_relaxed,451,95.2,0.93,10744,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACU00186.1.1.9_10751_relaxed,451,95.0,0.93,10751,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEE01039.1.11_10603_relaxed,461,96.4,0.94,10603,Riboviria,Picornaviridae,Enterovirus G,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-APA29023.1.1.10_10631_relaxed,449,96.0,0.94,10631,Riboviria,Picornaviridae,Enterovirus K,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37412.1.11_10695_relaxed,459,96.0,0.94,10695,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37412.1.1.10_10695_relaxed,451,94.7,0.93,10695,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAZ73344.1.1.10_10594_relaxed,453,96.1,0.94,10594,Riboviria,Picornaviridae,Enterovirus F,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AKA64451.1.11_10622_relaxed,461,96.8,0.94,10622,Riboviria,Picornaviridae,Enterovirus I,RNA-dependent RNA polymerase 3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ALG04780.2.11_10609_relaxed,461,96.6,0.94,10609,Riboviria,Picornaviridae,Enterovirus G,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ALG04730.2.11_10608_relaxed,461,96.6,0.94,10608,Riboviria,Picornaviridae,Enterovirus G,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37400.1.11_10680_relaxed,460,95.8,0.93,10680,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37399.1.11_10679_relaxed,460,95.6,0.93,10679,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AFQ55916.1.1.10_10606_relaxed,453,95.9,0.94,10606,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AFK66746.1.1.10_10605_relaxed,453,95.9,0.94,10605,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABK29455.2.11_10749_relaxed,460,95.8,0.94,10749,Riboviria,Picornaviridae,Rhinovirus C,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AAZ73368.1.1.10_10596_relaxed,453,96.0,0.94,10596,Riboviria,Picornaviridae,Enterovirus F,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEE01039.1.1.10_10603_relaxed,453,95.6,0.94,10603,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AKA64451.1.1.10_10622_relaxed,453,96.3,0.94,10622,Riboviria,Picornaviridae,Enterovirus I,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37380.1.11_10719_relaxed,460,96.5,0.94,10719,Riboviria,Picornaviridae,Rhinovirus B,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37418.1.1.10_10731_relaxed,444,96.1,0.94,10731,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AEG42388.1.1.10_10739_relaxed,451,95.7,0.94,10739,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51181.1.1.10_10721_relaxed,451,95.4,0.93,10721,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37391.1.11_10670_relaxed,460,95.7,0.93,10670,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AMD82094.1.1.10_10610_relaxed,453,95.6,0.94,10610,Riboviria,Picornaviridae,Enterovirus G,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37386.1.1.10_10723_relaxed,452,95.6,0.94,10723,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37424.1.1.10_10733_relaxed,452,95.7,0.94,10733,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51182.1.1.10_10724_relaxed,452,96.2,0.94,10724,Riboviria,Picornaviridae,Rhinovirus B,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABU62848.1.11_10746_relaxed,460,95.7,0.93,10746,Riboviria,Picornaviridae,Rhinovirus C,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AJO54283.1.11_10764_relaxed,460,95.8,0.94,10764,Riboviria,Picornaviridae,Rhinovirus C,Polymerase; 3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AHA35211.1.11_10792_relaxed,460,95.8,0.94,10792,Riboviria,Picornaviridae,Rhinovirus C,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51190.1.1.10_10669_relaxed,450,95.0,0.93,10669,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37378.1.1.10_10649_relaxed,452,95.0,0.93,10649,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37367.1.1.10_10633_relaxed,450,94.5,0.93,10633,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37389.1.1.10_10668_relaxed,450,94.8,0.93,10668,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABF51205.1.1.10_10674_relaxed,450,94.5,0.93,10674,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37402.1.1.10_10682_relaxed,451,94.6,0.93,10682,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37413.1.1.10_10696_relaxed,452,95.1,0.93,10696,Riboviria,Picornaviridae,Rhinovirus A,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACT89355.1.11_10705_relaxed,459,96.0,0.94,10705,Riboviria,Picornaviridae,Rhinovirus A,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACK37442.1.11_10720_relaxed,460,96.5,0.94,10720,Riboviria,Picornaviridae,Rhinovirus B,3D,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-AHA35211.1.1.9_10792_relaxed,453,95.4,0.93,10792,Riboviria,Picornaviridae,Rhinovirus C,Conserved catalytic core domain of RNA-dependent RNA polymerase (RdRp) from the positive-sense single-stranded RNA [(+)ssRNA] viruses and closely related viruses; cl40470,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ABO76708.1.11_10745_relaxed,459,95.9,0.94,10745,Riboviria,Picornaviridae,Rhinovirus C,Polymerase,cluster
1_4r0e_polio_rdrp,1,CF-BAA24003.1.11_10589_relaxed,CF-ACV51798.1.11_10752_relaxed,460,95.7,0.94,10752,Riboviria,Picornaviridae,Rhinovirus C,3D,cluster
